PRIMARY_KEY,INSEE,Household_type,JOB_42,Highest_degree,Studying,AGE_2019,act,sex,target,Working_hours,TYPE_OF_CONTRACT,company_category,Work_condition,ECO_SECT,job_desc,employee_count,Job_dep,remuneration,job_category,emp_type,sports
42586,49063,TYPEMR|4|1,csp_4_5,dip|1|7,False,40,ACT1.1,Female,E,1826.0,CDI,ct_2,C,OZ,451g,tr_6,49,21144,O,EMP1.6,
42600,49069,TYPEMR|4|1,csp_5_2,dip|1|5,False,39,ACT1.1,Female,E,1533.0,CDI,ct_9,C,QA,526a,tr_6,49,19244,O,EMP1.6,
42603,49069,TYPEMR|1|1,csp_3_4,dip|1|8,False,42,ACT1.1,Male,E,1764.0,CDI,ct_8,C,NZ,342g,tr_2,49,40871,O,EMP1.6,
42604,49069,TYPEMR|4|1,csp_4_3,dip|1|7,False,47,ACT1.1,Male,E,1820.0,CDI,ct_8,C,QB,434e,tr_5,49,10724,O,EMP1.6,
42605,49069,TYPEMR|4|2,csp_6_7,dip|1|3,False,34,ACT1.1,Male,A,1453.0,TTP,ct_9,N,NZ,674b,tr_2,44,14729,O,EMP1.2,
42615,49069,TYPEMR|4|1,csp_6_8,dip|1|3,False,37,ACT1.1,Male,A,976.0,TTP,ct_9,N,NZ,681a,tr_1,49,11106,O,EMP1.2,
42620,49069,TYPEMR|4|1,csp_4_3,dip|1|7,False,45,ACT1.1,Female,E,1365.0,CDI,ct_8,P,QA,431f,tr_1,49,20102,O,EMP1.6,
42633,49082,TYPEMR|4|1,csp_4_2,dip|1|7,False,36,ACT1.1,Female,E,1565.0,CDI,ct_8,P,PZ,421b,tr_2,49,21776,O,EMP1.6,
42639,49086,TYPEMR|4|2,csp_3_7,dip|1|6,False,32,ACT1.1,Male,E,1809.0,CDI,ct_9,C,GZ,372a,tr_2,49,37372,O,EMP1.6,
42650,49092,TYPEMR|4|1,csp_4_6,dip|1|6,False,35,ACT1.1,Male,A,1456.0,CDI,ct_9,C,NZ,463c,tr_3,49,16995,O,EMP1.6,
42652,49092,TYPEMR|4|1,csp_5_2,dip|1|4,False,39,ACT1.1,Female,E,1468.0,CDI,ct_8,P,QB,526c,tr_3,49,17896,O,EMP1.6,
42656,49092,TYPEMR|4|1,csp_4_7,dip|1|7,False,29,ACT1.1,Male,E,1718.0,CDI,ct_9,C,GZ,477c,tr_2,44,24442,O,EMP1.6,
42657,49092,TYPEMR|4|1,csp_3_3,dip|1|8,False,37,ACT1.1,Male,A,839.0,CDD,ct_2,C,OZ,332b,tr_6,44,13880,O,EMP1.5,
42663,49092,TYPEMR|4|1,csp_5_4,dip|1|3,False,58,ACT1.1,Female,A,129.0,CDI,,C,IZ,542a,,49,3885,O,EMP1.6,
42667,49092,TYPEMR|4|1,csp_3_8,dip|1|8,False,34,ACT1.1,Male,E,1652.0,CDI,ct_9,C,EZ,387e,tr_3,49,38649,O,EMP1.6,
42668,49092,TYPEMR|4|1,csp_5_6,dip|1|3,False,63,ACT1.1,Female,E,2041.0,CDI,ct_7,N,QB,563a,tr_1,49,7719,O,EMP1.6,
42674,49099,TYPEMR|4|1,csp_5_2,dip|1|3,False,44,ACT1.1,Male,E,1911.0,CDI,ct_9,C,QA,526e,tr_4,49,18928,O,EMP1.6,
42686,49099,TYPEMR|4|3,csp_5_2,dip|1|3,False,62,ACT1.1,Female,A,1820.0,CDI,ct_8,C,PZ,525b,tr_3,49,17583,O,EMP1.6,CF-402
42691,49099,TYPEMR|4|1,csp_4_7,dip|1|5,False,44,ACT1.1,Male,E,1973.0,CDI,ct_9,C,JC,478a,tr_1,49,23687,O,EMP1.6,
42701,49099,TYPEMR|1|2,csp_3_7,dip|1|7,False,40,ACT1.1,Female,E,1785.0,CDI,ct_9,C,GZ,373b,tr_5,49,29416,O,EMP1.6,
42707,49099,TYPEMR|4|1,csp_4_3,dip|1|6,False,57,ACT1.1,Female,A,1564.0,CDI,ct_8,P,QA,432d,tr_2,44,19488,O,EMP1.6,
42716,49099,TYPEMR|4|1,csp_5_6,dip|2,False,60,ACT1.1,Female,A,1820.0,AUT,ct_2,C,QB,563a,tr_6,49,20904,O,EMP1.5,
42724,49099,TYPEMR|4|1,csp_4_6,dip|1|5,False,61,ACT1.1,Male,E,1657.0,CDI,ct_9,C,GZ,462b,tr_2,33,16329,O,EMP1.6,CF-124
42759,49110,TYPEMR|4|4,csp_6_8,dip|2,False,34,ACT1.1,Male,A,1723.0,CDI,ct_9,C,CC,685a,tr_1,49,16765,O,EMP1.6,CF-111
42763,49120,TYPEMR|4|1,csp_5_2,dip|1|3,False,55,ACT1.1,Female,E,1785.0,CDI,ct_8,C,QB,526d,tr_3,49,23757,O,EMP1.6,
42769,49123,TYPEMR|1|2,csp_5_4,dip|1|6,False,31,ACT1.1,Female,A,1500.0,CDI,ct_9,C,NZ,543f,tr_3,49,14878,O,EMP1.6,
42772,49123,TYPEMR|4|1,csp_4_7,dip|1|6,False,45,ACT1.1,Male,E,1841.0,CDI,ct_9,C,MA,477b,tr_1,49,23318,O,EMP1.6,
42776,49125,TYPEMR|4|1,csp_6_4,dip|1|3,False,31,ACT1.1,Male,E,1606.0,CDI,ct_9,C,GZ,643a,tr_1,49,14681,O,EMP1.6,
42780,49125,TYPEMR|4|3,csp_4_6,dip|1|7,False,28,ACT1.1,Female,A,848.0,CDI,ct_9,C,KZ,467a,tr_6,49,11974,O,EMP1.6,
42784,49125,TYPEMR|1|2,csp_5_5,dip|1|3,False,29,ACT1.1,Female,A,885.0,CDI,ct_9,P,MC,555a,tr_2,49,9724,O,EMP1.6,
42786,49127,TYPEMR|4|1,csp_6_8,dip|1|2,True,17,ACT1.1,Male,E,597.0,APP,ct_9,C,GZ,682a,tr_1,49,1626,A,EMP1.1,CF-111
42793,49129,TYPEMR|4|3,csp_5_6,dip|3,False,59,ACT1.1,Female,E,162.0,CDI,ct_7,N,TZ,563c,tr_0,78,1281,O,EMP1.6,
42796,49130,TYPEMR|4|1,csp_5_2,dip|1|6,False,30,ACT1.1,Female,A,1716.0,CDI,ct_9,C,QA,526a,tr_6,49,16850,O,EMP1.6,
42800,49132,TYPEMR|4|1,csp_5_4,dip|1|6,False,41,ACT1.1,Female,E,1542.0,CDI,ct_8,C,SZ,542a,tr_4,49,14338,O,EMP1.6,CF-109
42806,49138,TYPEMR|4|1,csp_3_3,dip|1|7,False,38,ACT1.1,Male,A,1819.0,AUT,ct_2,C,OZ,332b,tr_6,49,34476,O,EMP1.5,CF-109
42810,49160,TYPEMR|4|1,csp_4_3,dip|1|8,False,36,ACT1.1,Female,E,1004.0,CDI,ct_8,C,QB,434b,tr_1,49,10933,O,EMP1.6,CF-117
42814,49167,TYPEMR|4|1,csp_6_7,dip|1|2,False,46,ACT1.1,Male,A,1802.0,CDI,ct_9,C,CM,674d,tr_4,72,16959,O,EMP1.6,
42819,49167,TYPEMR|4|1,csp_6_5,dip|1|4,False,31,ACT1.1,Male,E,1728.0,CDI,ct_9,C,NZ,653a,tr_5,49,15497,O,EMP1.6,
42823,49174,TYPEMR|4|1,csp_6_3,dip|1|1,False,63,ACT1.1,Male,E,1192.0,CDI,ct_9,P,FZ,633a,tr_1,49,12325,O,EMP1.6,
42824,49174,TYPEMR|4|1,csp_6_7,dip|1|1,False,36,ACT1.1,Male,A,484.0,TTP,ct_9,C,NZ,676e,tr_1,49,4809,O,EMP1.5,
42828,49176,TYPEMR|4|3,csp_5_6,dip|1|3,False,49,ACT1.1,Female,A,1093.0,AUT,,C,TZ,563c,,49,11374,O,EMP1.5,
42829,49176,TYPEMR|4|1,csp_4_7,dip|1|4,False,31,ACT1.1,Male,A,1820.0,CDI,ct_9,C,JC,478c,tr_6,49,17206,O,EMP1.6,CF-111
42830,49176,TYPEMR|1|1,csp_6_4,dip|1|5,False,57,ACT1.1,Male,E,1942.0,CDI,ct_9,C,HZ,641a,tr_0,49,18273,O,EMP1.6,
42833,49180,TYPEMR|4|1,csp_4_3,dip|1|6,False,32,ACT1.1,Male,A,1630.0,CDI,ct_9,C,QA,433a,tr_4,49,29570,O,EMP1.6,
42834,49180,TYPEMR|4|1,csp_6_3,dip|1|1,False,64,ACT1.1,Male,E,812.0,CDI,ct_9,C,IZ,636d,tr_1,49,13670,O,EMP1.6,
42835,49180,TYPEMR|4|1,csp_6_3,dip|1|3,False,59,ACT1.1,Male,E,2119.0,CDI,ct_9,C,GZ,636b,tr_5,49,34658,O,EMP1.6,
42851,49192,TYPEMR|4|3,csp_6_2,dip|3,False,59,ACT1.1,Female,E,1507.0,CDI,ct_9,P,CB,627b,tr_4,49,17699,O,EMP1.6,
42860,49193,TYPEMR|4|1,csp_3_5,dip|1|6,False,38,ACT1.1,Male,A,154.0,CDI,,C,RZ,354b,,49,1855,O,EMP1.6,
42865,49194,TYPEMR|3|2,csp_4_3,dip|1|6,False,57,ACT1.1,Female,A,1564.0,CDI,ct_8,P,QA,432d,tr_2,44,18474,O,EMP1.6,
42868,49194,TYPEMR|1|2,csp_4_3,dip|1|6,False,35,ACT1.1,Female,A,1775.0,CDI,ct_8,C,QB,434d,tr_5,49,21312,O,EMP1.6,
42875,49200,TYPEMR|4|3,csp_6_2,dip|1|3,False,25,ACT1.1,Male,A,874.0,CDD,ct_2,C,OZ,621f,tr_5,49,9015,O,EMP1.2,
42884,49201,TYPEMR|4|1,csp_5_5,dip|1|3,False,38,ACT1.1,Female,A,1925.0,CDI,ct_9,C,CA,554a,tr_1,49,17906,O,EMP1.6,
42886,49205,TYPEMR|4|2,csp_5_4,dip|1|5,False,37,ACT1.1,Male,A,1820.0,CDI,ct_9,C,KZ,545b,tr_6,44,29851,O,EMP1.6,
42888,49205,TYPEMR|3|2,csp_6_2,dip|1|6,False,47,ACT1.1,Male,A,1710.0,CDI,ct_9,C,FZ,621c,tr_4,49,26393,O,EMP1.6,
42894,49211,TYPEMR|1|2,csp_5_4,dip|1|3,False,30,ACT1.1,Female,A,764.0,CDD,ct_9,C,CI,543f,tr_5,85,8253,O,EMP1.5,
42901,49214,TYPEMR|4|1,csp_5_4,dip|1|5,False,47,ACT1.1,Female,A,357.0,CDD,ct_9,C,KZ,545c,tr_4,49,11292,O,EMP1.5,
42910,49215,TYPEMR|4|3,csp_6_9,dip|1|4,False,30,ACT1.1,Female,A,1591.0,CDI,ct_8,C,NZ,691c,tr_5,44,15093,O,EMP1.6,
42911,49215,TYPEMR|3|2,csp_6_2,dip|1|3,False,59,ACT1.1,Female,E,1766.0,CDI,ct_9,C,CB,627a,tr_4,49,12222,O,EMP1.6,
42913,49215,TYPEMR|4|1,csp_6_3,dip|1|3,False,27,ACT1.1,Male,A,1261.0,CDD,ct_9,C,FZ,632a,tr_2,49,13361,O,EMP1.5,
42914,49215,TYPEMR|4|1,csp_6_2,dip|1|4,False,35,ACT1.1,Male,E,1483.0,CDI,ct_9,C,CJ,622c,tr_2,49,20777,O,EMP1.6,
42916,49215,TYPEMR|1|1,csp_6_7,dip|2,False,54,ACT1.1,Male,E,1919.0,CDI,ct_9,C,GZ,676c,tr_4,49,17549,O,EMP1.6,
42918,49215,TYPEMR|4|1,csp_4_3,dip|1|7,False,29,ACT1.1,Female,E,1828.0,CDI,ct_9,C,QA,431c,tr_6,49,22437,O,EMP1.6,
42923,49218,TYPEMR|4|1,csp_5_6,dip|1|3,False,53,ACT1.1,Male,E,1372.0,CDI,ct_9,P,NZ,563c,tr_1,49,13365,O,EMP1.6,
42929,49218,TYPEMR|4|1,csp_5_2,dip|1|6,False,38,ACT1.1,Female,E,1814.0,CDI,ct_8,C,QB,526a,tr_5,49,20188,O,EMP1.6,
42932,49218,TYPEMR|4|1,csp_4_7,dip|1|6,False,45,ACT1.1,Male,E,1711.0,CDI,ct_9,C,NZ,477a,tr_5,49,12162,O,EMP1.6,
42935,49218,TYPEMR|4|1,csp_6_7,dip|1|4,True,22,ACT1.1,Male,E,1792.0,APP,ct_9,C,CK,672a,tr_3,49,16718,A,EMP1.1,
42944,49222,TYPEMR|4|1,csp_5_5,dip|1|5,True,24,ACT1.1,Female,A,1331.0,APP,ct_9,C,GZ,554f,tr_2,49,9943,A,EMP1.1,
42961,49228,TYPEMR|4|1,csp_6_9,dip|1|3,False,58,ACT1.1,Female,A,1820.0,CDI,ct_8,C,SZ,691d,tr_1,53,14773,O,EMP1.6,
42962,49228,TYPEMR|4|2,csp_6_7,dip|3,False,41,ACT1.1,Male,E,1586.0,CDI,ct_9,C,CG,674a,tr_4,49,17137,O,EMP1.6,CF-101
42967,49231,TYPEMR|4|1,csp_6_3,dip|1|3,False,35,ACT1.1,Male,E,1759.0,CDI,ct_9,C,FZ,632c,tr_3,49,24045,O,EMP1.6,
42979,49244,TYPEMR|4|1,csp_3_8,dip|1|8,False,43,ACT1.1,Male,E,1734.0,CDI,ct_9,C,CJ,383a,tr_5,53,49140,O,EMP1.6,
42983,49244,TYPEMR|4|1,csp_4_3,dip|1|6,False,54,ACT1.1,Female,E,568.0,CDI,ct_8,P,IZ,435b,tr_1,49,4924,O,EMP1.6,
42986,49244,TYPEMR|4|2,csp_6_3,dip|1|5,False,34,ACT1.1,Male,E,2010.0,CDI,ct_9,C,GZ,634c,tr_1,49,21289,O,EMP1.6,
42993,49244,TYPEMR|4|2,csp_6_4,dip|1|4,False,42,ACT1.1,Male,E,2200.0,CDI,ct_9,C,HZ,641a,tr_3,49,22706,O,EMP1.6,
43001,49244,TYPEMR|4|1,csp_5_6,dip|1|4,False,50,ACT1.1,Male,A,208.0,CDI,,C,TZ,563c,,49,3873,O,EMP1.6,
43002,49244,TYPEMR|4|1,csp_6_8,dip|1|6,False,25,ACT1.1,Male,E,1763.0,CDI,ct_9,C,FZ,681a,tr_4,49,21074,O,EMP1.6,
43009,49246,TYPEMR|4|1,csp_6_9,dip|1|3,False,32,ACT1.1,Male,A,347.0,AUT,ct_8,P,QB,691f,tr_3,49,2687,X,EMP1.5,CF-123
43012,49246,TYPEMR|1|1,csp_6_2,dip|1|4,False,50,ACT1.1,Male,E,1841.0,AUT,ct_2,C,OZ,621f,tr_6,49,25496,O,EMP1.5,
43016,49246,TYPEMR|1|2,csp_5_5,dip|1|3,False,26,ACT1.1,Female,A,572.0,APP,ct_9,C,GZ,552a,tr_0,49,5407,A,EMP1.1,
43020,49246,TYPEMR|4|1,csp_4_6,dip|1|6,False,37,ACT1.1,Male,E,1950.0,CDI,ct_8,C,OZ,461d,tr_6,49,44463,O,EMP1.6,
43022,49246,TYPEMR|2|0,csp_5_6,dip|2,False,58,ACT1.1,Female,A,1142.0,CDI,ct_9,N,QB,562b,tr_3,49,6054,O,EMP1.6,
43035,49248,TYPEMR|4|4,csp_5_2,dip|1|2,False,55,ACT1.1,Female,A,1749.0,CDI,ct_8,P,QB,526d,tr_3,49,19600,O,EMP1.6,
43044,49248,TYPEMR|4|1,csp_6_2,dip|1|3,False,41,ACT1.1,Male,E,1713.0,CDI,ct_9,C,CL,628a,tr_4,49,12067,O,EMP1.6,
43046,49253,TYPEMR|1|1,csp_4_7,dip|1|5,False,23,ACT1.1,Male,A,635.0,TTP,ct_9,C,NZ,477b,tr_1,49,8321,O,EMP1.2,
43048,49257,TYPEMR|4|1,csp_6_5,dip|1|5,False,39,ACT1.1,Male,E,1826.0,CDI,ct_9,C,CC,652a,tr_5,49,22625,O,EMP1.6,
43055,49260,TYPEMR|4|1,csp_3_7,dip|1|8,False,49,ACT1.1,Male,E,1820.0,CDI,ct_9,C,KZ,376c,tr_2,49,38301,O,EMP1.6,CF-123
43064,49261,TYPEMR|4|1,csp_4_6,dip|1|5,False,40,ACT1.1,Female,E,1458.0,CDI,ct_9,C,MA,462d,tr_2,49,18705,O,EMP1.6,
43076,49267,TYPEMR|4|1,csp_6_8,dip|1|5,False,47,ACT1.1,Female,E,1805.0,CDI,ct_9,P,NZ,684a,tr_3,49,14310,O,EMP1.6,
43080,49267,TYPEMR|4|1,csp_5_4,dip|1|5,False,41,ACT1.1,Female,E,1518.0,CDI,ct_9,P,KZ,542a,tr_1,49,16662,O,EMP1.6,
43086,49267,TYPEMR|4|1,csp_6_4,dip|3,False,46,ACT1.1,Male,E,2200.0,CDI,ct_9,C,HZ,641a,tr_1,49,27037,O,EMP1.6,CF-128
43087,49267,TYPEMR|4|1,csp_6_9,dip|1|5,False,34,ACT1.1,Male,E,1656.0,CDI,ct_9,C,NZ,691e,tr_1,49,18492,O,EMP1.6,CF-111
43089,49267,TYPEMR|4|1,csp_4_3,dip|1|7,False,27,ACT1.1,Female,E,2200.0,AUT,ct_3,C,QA,431f,tr_6,75,32828,O,EMP1.5,
43095,49278,TYPEMR|4|1,csp_3_7,dip|1|4,False,56,ACT1.1,Female,E,1820.0,CDI,ct_9,C,GZ,373c,tr_5,49,53702,O,EMP1.6,
43105,49291,TYPEMR|4|2,csp_5_4,dip|1|6,False,31,ACT1.1,Male,E,1664.0,CDI,ct_8,C,SZ,543g,tr_2,49,18540,O,EMP1.6,
43112,49294,TYPEMR|4|1,csp_3_7,dip|1|7,False,47,ACT1.1,Male,E,1836.0,CDI,ct_9,C,JA,373d,tr_2,49,32992,O,EMP1.6,
43113,49294,TYPEMR|4|1,csp_4_6,dip|1|6,False,24,ACT1.1,Male,A,1496.0,CDD,ct_9,C,NZ,461f,tr_5,49,15084,O,EMP1.5,
43115,49298,TYPEMR|4|1,csp_5_6,dip|1|3,False,37,ACT1.1,Female,A,1873.0,CDI,ct_9,C,IZ,561e,tr_3,49,20312,O,EMP1.6,
43120,49299,TYPEMR|4|3,csp_5_4,dip|1|3,False,61,ACT1.1,Female,E,840.0,CDI,ct_9,P,KZ,543g,tr_1,49,15686,O,EMP1.6,CF-105
43122,49301,TYPEMR|3|1,csp_6_9,dip|1|3,False,48,ACT1.1,Male,A,459.0,CDI,ct_9,C,CA,691b,tr_1,49,4276,O,EMP1.6,CF-132
43127,49301,TYPEMR|4|1,csp_6_5,dip|1|2,False,53,ACT1.1,Male,E,1205.0,CDI,ct_9,C,NZ,652a,tr_5,49,11231,O,EMP1.6,
43130,49301,TYPEMR|4|1,csp_4_6,dip|1|6,False,35,ACT1.1,Male,A,1743.0,CDI,ct_9,C,HZ,466c,tr_1,85,25284,O,EMP1.6,
43141,49301,TYPEMR|4|3,csp_4_7,dip|1|3,False,45,ACT1.1,Female,E,1610.0,CDI,ct_8,C,SZ,471b,tr_4,49,17670,O,EMP1.6,
43144,49301,TYPEMR|4|3,csp_6_7,dip|3,False,58,ACT1.1,Female,E,1720.0,CDI,ct_8,C,QB,676c,tr_4,49,21432,O,EMP1.6,
43151,49301,TYPEMR|4|1,csp_4_8,dip|1|4,False,41,ACT1.1,Male,E,1780.0,CDI,ct_9,C,GZ,486d,tr_2,49,18866,O,EMP1.6,
43166,49307,TYPEMR|4|1,csp_4_6,dip|1|3,False,51,ACT1.1,Male,E,1617.0,CDI,ct_9,C,GZ,462b,tr_3,67,22541,O,EMP1.6,
43170,49307,TYPEMR|4|1,csp_5_2,dip|1|3,False,52,ACT1.1,Female,E,1766.0,CDI,ct_9,C,QA,526e,tr_4,49,16769,O,EMP1.6,
43172,49307,TYPEMR|4|1,csp_6_9,dip|1|6,False,23,ACT1.1,Male,A,755.0,TOA,ct_8,C,NZ,691e,tr_3,49,7651,O,EMP1.5,
43173,49307,TYPEMR|4|1,csp_3_4,dip|1|9,False,42,ACT1.1,Female,E,1820.0,CDI,ct_8,C,PZ,341a,tr_4,49,29107,O,EMP1.6,
43174,49307,TYPEMR|4|3,csp_5_5,dip|1|2,False,62,ACT1.1,Female,E,368.0,CDI,ct_9,P,CA,554a,tr_1,49,3102,O,EMP1.6,
43178,49307,TYPEMR|4|1,csp_4_8,dip|1|3,False,38,ACT1.1,Male,A,787.0,CDI,ct_9,C,FZ,481a,tr_0,44,15931,O,EMP1.6,
43179,49307,TYPEMR|1|2,csp_4_3,dip|1|7,False,36,ACT1.1,Female,E,1252.0,CDI,ct_9,C,QA,431f,tr_1,49,16886,O,EMP1.6,
43184,49307,TYPEMR|4|1,csp_6_3,dip|1|5,False,27,ACT1.1,Male,E,1729.0,CDI,ct_9,C,FZ,632a,tr_5,49,18785,O,EMP1.6,CF-111
43186,49307,TYPEMR|4|1,csp_5_2,dip|1|4,False,43,ACT1.1,Female,E,1590.0,CDI,ct_8,C,QB,526a,tr_6,49,22492,O,EMP1.6,
43193,49308,TYPEMR|4|1,csp_4_7,dip|1|5,True,39,ACT1.1,Male,E,1819.0,AUT,ct_2,C,OZ,472d,tr_6,49,26264,O,EMP1.5,
43195,49310,TYPEMR|4|1,csp_5_5,dip|1|3,False,30,ACT1.1,Female,E,1682.0,CDI,ct_9,C,GZ,554h,tr_1,49,14394,O,EMP1.6,
43202,49323,TYPEMR|1|1,csp_6_8,dip|3,False,33,ACT1.1,Male,E,1764.0,CDI,ct_9,C,FZ,681b,tr_1,49,23061,O,EMP1.6,
43203,49323,TYPEMR|4|1,csp_6_3,dip|1|3,False,59,ACT1.1,Male,E,1264.0,CDI,ct_9,C,GZ,634c,tr_3,49,13314,O,EMP1.6,
43206,49323,TYPEMR|4|1,csp_5_2,dip|1|3,False,61,ACT1.1,Male,E,1844.0,CDI,ct_9,C,QA,526e,tr_4,44,16485,O,EMP1.6,
43226,49328,TYPEMR|4|1,csp_5_5,dip|1|2,False,57,ACT1.1,Female,E,1500.0,CDI,ct_9,P,GZ,551a,tr_4,49,15566,O,EMP1.6,
43234,49328,TYPEMR|4|1,csp_5_2,dip|1|6,False,37,ACT1.1,Female,A,1111.0,CDI,ct_9,C,QA,526b,tr_1,49,8662,O,EMP1.6,
43237,49328,TYPEMR|4|1,csp_5_2,dip|1|2,False,58,ACT1.1,Female,E,1409.0,CDI,ct_8,P,PZ,525a,tr_2,49,12809,O,EMP1.6,
43255,49331,TYPEMR|4|1,csp_5_2,dip|1|3,False,47,ACT1.1,Female,A,1344.0,CDI,ct_9,P,IZ,525b,tr_5,49,12714,O,EMP1.6,
43260,49331,TYPEMR|4|1,csp_6_8,dip|2,False,47,ACT1.1,Male,E,1136.0,CDI,ct_9,P,NZ,684a,tr_3,49,9102,O,EMP1.6,
43262,49331,TYPEMR|4|1,csp_6_3,dip|1|5,False,33,ACT1.1,Male,E,1989.0,CDI,ct_9,C,GZ,634a,tr_1,49,16531,O,EMP1.6,
43272,49333,TYPEMR|4|2,csp_4_6,dip|1|3,False,30,ACT1.1,Male,A,1765.0,CDI,ct_9,C,GZ,461e,tr_3,59,23009,O,EMP1.6,
43285,49341,TYPEMR|4|1,csp_5_5,dip|1|3,False,53,ACT1.1,Female,A,152.0,CDI,ct_9,P,GZ,552a,tr_5,49,1104,O,EMP1.6,
43295,49345,TYPEMR|4|1,csp_6_8,dip|3,False,29,ACT1.1,Female,E,1203.0,CDI,ct_9,P,NZ,684a,tr_4,49,10924,O,EMP1.6,
43299,49347,TYPEMR|1|1,csp_6_8,dip|1|3,False,27,ACT1.1,Male,A,1667.0,CDI,ct_9,C,FZ,681a,tr_1,49,17175,O,EMP1.6,CF-111
43301,49347,TYPEMR|4|1,csp_3_4,dip|1|7,False,48,ACT1.1,Female,E,1820.0,CDI,ct_8,C,PZ,341a,tr_3,49,30548,O,EMP1.6,
43304,49347,TYPEMR|4|1,csp_4_3,dip|1|6,False,41,ACT1.1,Male,A,2207.0,CDI,ct_9,C,QA,431d,tr_5,72,99412,O,EMP1.6,
43313,49353,TYPEMR|4|1,csp_6_8,dip|1|6,True,31,ACT1.1,Male,E,1925.0,CDD,ct_9,C,NZ,681b,tr_0,49,22966,O,EMP1.5,
43321,49353,TYPEMR|4|1,csp_4_3,dip|1|6,False,49,ACT1.1,Female,E,1092.0,CDI,ct_9,P,QA,431d,tr_6,49,17706,O,EMP1.6,
43331,49355,TYPEMR|4|1,csp_4_6,dip|2,False,44,ACT1.1,Female,E,1820.0,CDI,ct_9,C,FZ,461d,tr_3,49,29101,O,EMP1.6,CF-402
43333,49355,TYPEMR|4|1,csp_4_2,dip|1|6,False,47,ACT1.1,Male,E,1544.0,CDI,ct_8,P,PZ,422c,tr_4,49,18362,O,EMP1.6,
43337,49358,TYPEMR|4|1,csp_6_3,dip|1|5,False,34,ACT1.1,Male,E,1750.0,CDI,ct_9,C,FZ,632g,tr_2,49,21193,O,EMP1.6,CF-111
43346,49367,TYPEMR|4|1,csp_3_3,dip|1|9,False,41,ACT1.1,Female,A,1820.0,CDI,ct_1,C,PZ,333e,tr_6,49,19872,O,EMP1.6,
43349,49369,TYPEMR|4|1,csp_3_7,dip|1|7,False,46,ACT1.1,Female,E,1754.0,CDI,ct_9,C,MA,376g,tr_3,44,46399,O,EMP1.6,
43354,49373,TYPEMR|1|1,csp_6_7,dip|3,False,59,ACT1.1,Male,E,1617.0,CDI,ct_9,C,CG,674a,tr_6,49,19114,O,EMP1.6,
43357,49373,TYPEMR|4|1,csp_6_3,dip|1|3,False,36,ACT1.1,Male,E,1670.0,CDI,ct_9,C,FZ,632a,tr_3,49,25843,O,EMP1.6,CF-111
43379,49377,TYPEMR|4|1,csp_5_2,dip|1|8,False,42,ACT1.1,Female,E,1790.0,AUT,ct_2,C,OZ,523c,tr_6,49,18407,O,EMP1.5,
43382,49377,TYPEMR|4|2,csp_6_3,dip|1|7,False,48,ACT1.1,Male,E,1094.0,TTP,ct_9,C,NZ,632d,tr_1,49,8139,O,EMP1.5,
43396,50002,TYPEMR|4|1,csp_5_3,dip|3,False,56,ACT1.1,Male,E,1820.0,CDI,ct_9,C,NZ,534a,tr_6,76,21140,O,EMP1.6,
43404,50003,TYPEMR|4|2,csp_6_2,dip|1|3,False,37,ACT1.1,Male,E,2075.0,CDI,ct_9,C,EZ,628e,tr_1,50,24039,O,EMP1.6,CF-111
43406,50003,TYPEMR|4|2,csp_6_3,dip|1|3,False,36,ACT1.1,Male,E,1453.0,CDI,ct_9,C,FZ,632j,tr_2,50,16819,O,EMP1.6,CF-111
43408,50003,TYPEMR|4|1,csp_3_7,dip|1|7,False,25,ACT1.1,Male,E,1806.0,CDI,ct_9,C,MA,372c,tr_3,50,34849,O,EMP1.6,
43410,50004,TYPEMR|4|1,csp_6_2,dip|1|6,False,52,ACT1.1,Male,E,1910.0,CDI,ct_9,C,CI,622g,tr_5,50,30779,O,EMP1.6,
43416,50024,TYPEMR|4|3,csp_6_4,dip|1|3,False,50,ACT1.1,Female,A,1605.0,CDI,ct_9,C,HZ,641a,tr_2,35,14800,O,EMP1.6,
43417,50025,TYPEMR|4|1,csp_3_4,dip|1|7,False,44,ACT1.1,Female,E,1820.0,CDI,ct_8,C,PZ,341a,tr_3,50,28903,O,EMP1.6,
43420,50025,TYPEMR|4|1,csp_5_6,dip|1|3,False,57,ACT1.1,Female,A,3000.0,AUT,ct_2,P,QB,563a,tr_6,50,49932,O,EMP1.5,
43422,50025,TYPEMR|1|1,csp_3_8,dip|1|7,False,47,ACT1.1,Male,E,1925.0,CDI,ct_9,C,CJ,387c,tr_6,50,60288,O,EMP1.6,
43426,50025,TYPEMR|4|1,csp_5_6,dip|1|5,False,28,ACT1.1,Female,E,1120.0,CDI,ct_9,C,IZ,561c,tr_1,50,15280,O,EMP1.6,
43434,50027,TYPEMR|4|1,csp_5_2,dip|1|5,False,42,ACT1.1,Female,E,1584.0,CDI,ct_8,P,QB,525d,tr_3,50,15230,O,EMP1.6,
43437,50032,TYPEMR|4|1,csp_5_2,dip|1|5,False,31,ACT1.1,Female,A,209.0,CDD,ct_2,P,OZ,524c,tr_4,50,1773,O,EMP1.5,
43438,50034,TYPEMR|4|1,csp_4_7,dip|1|7,False,51,ACT1.1,Male,A,1190.0,CDI,ct_9,C,FZ,472c,tr_0,50,22299,O,EMP1.6,
