PRIMARY_KEY,INSEE,Household_type,JOB_42,Highest_degree,Studying,AGE_2019,act,sex,target,Nom de la commune,town_type,DEP,community_size,dep_median_inc,sports,Code,Categorie,Nom fédération,Nom catégorie
43851,50400,TYPEMR|4|4,csp_8_5,dip|1|4,False,35,ACT2.4,Female,A,Picauville,Commune simple,50,3300,22480,,,,,
43855,50402,TYPEMR|4|1,csp_2_2,dip|1|3,False,32,ACT1.1,Female,A,Les Pieux,Chef-lieu canton,50,3308,22480,,,,,
43856,50402,TYPEMR|4|1,csp_3_5,dip|1|7,False,41,ACT1.1,Female,A,Les Pieux,Chef-lieu canton,50,3308,22480,,,,,
43863,50409,TYPEMR|4|1,csp_5_3,dip|1|2,False,53,ACT1.1,Female,A,Pont-Hébert,Commune simple,50,2134,22480,,,,,
43867,50409,TYPEMR|4|2,csp_4_3,dip|1|5,False,45,ACT1.2,Female,A,Pont-Hébert,Commune simple,50,2134,22480,,,,,
43871,50410,TYPEMR|4|4,csp_5_5,dip|1|7,False,37,ACT1.2,Male,A,Pontorson,Chef-lieu canton,50,4396,22480,CF-101,CF-101,1.0,Fédération Française d'athlétisme,Fédération unisport olympique
43881,50423,TYPEMR|4|4,csp_7_1,dip|1,False,91,ACT2.1,Female,A,Rampan,Commune simple,50,207,22480,,,,,
43883,50426,TYPEMR|4|1,csp_3_5,dip|1|4,False,55,ACT1.1,Female,E,Rauville-la-Place,Commune simple,50,376,22480,,,,,
43891,50435,TYPEMR|4|1,csp_8_5,dip|3,True,16,ACT2.2,Male,A,Rocheville,Commune simple,50,612,22480,,,,,
43897,50443,TYPEMR|4|1,csp_2_3,dip|1|6,False,58,ACT1.1,Female,E,Sacey,Commune simple,50,526,22480,,,,,
43899,50444,TYPEMR|4|1,csp_6_3,dip|1|3,False,25,ACT1.2,Male,A,Saint-Amand-Villages,Commune simple,50,2557,22480,CF-242,CF-242,2.0,Fédération Française de pétanque et jeu provençal,Fédération unisport non olympique
43901,50444,TYPEMR|4|1,csp_3_1,dip|1|9,False,48,ACT1.1,Male,A,Saint-Amand-Villages,Commune simple,50,2557,22480,,,,,
43902,50446,TYPEMR|4|4,csp_7_1,dip|3,False,72,ACT2.1,Female,A,Saint-André-de-l'Épine,Commune simple,50,557,22480,CF-402,CF-402,4.0,Fédération Française d'éducation physique et de gymnastique volontaire,Fédération multisports affinitaire
43903,50446,TYPEMR|2|0,csp_8_4,dip|1|6,True,23,ACT2.2,Male,A,Saint-André-de-l'Épine,Commune simple,50,557,22480,,,,,
43904,50447,TYPEMR|4|1,csp_8_5,dip|3,True,16,ACT2.2,Male,A,Saint-Aubin-des-Préaux,Commune simple,50,471,22480,,,,,
43913,50455,TYPEMR|1|2,csp_8_5,dip|1|3,False,59,ACT2.5,Female,A,Saint-Clair-sur-l'Elle,Chef-lieu canton,50,981,22480,,,,,
43937,50484,TYPEMR|4|1,csp_8_4,dip|1|2,True,15,ACT2.2,Female,A,Saint-Hilaire-du-Harcouët,Chef-lieu canton,50,6182,22480,CF-115,CF-115,1.0,Fédération Française de handball,Fédération unisport olympique
43945,50486,TYPEMR|4|3,csp_2_2,dip|1|6,False,55,ACT1.1,Female,A,Saint-Jacques-de-Néhou,Commune simple,50,628,22480,CF-245,CF-245,2.0,Fédération Française de la randonnée pédestre,Fédération unisport non olympique
43949,50487,TYPEMR|4|3,csp_8_1,dip|2,False,21,ACT1.2,Male,A,Saint-James,Chef-lieu canton,50,5016,22480,,,,,
43953,50487,TYPEMR|4|1,csp_4_3,dip|1|3,False,55,ACT1.1,Male,E,Saint-James,Chef-lieu canton,50,5016,22480,,,,,
43961,50492,TYPEMR|4|4,csp_8_6,dip|3,False,63,ACT2.5,Female,E,Saint-Jean-d'Elle,Commune simple,50,2553,22480,,,,,
43967,50502,TYPEMR|4|4,csp_7_2,dip|1|3,False,79,ACT2.1,Female,A,Saint-Lô,Préfecture,50,19963,22480,,,,,
43975,50502,TYPEMR|4|1,csp_6_5,dip|1|3,False,33,ACT1.1,Female,A,Saint-Lô,Préfecture,50,19963,22480,,,,,
43981,50502,TYPEMR|4|4,csp_8_5,dip|2,False,23,ACT2.5,Male,A,Saint-Lô,Préfecture,50,19963,22480,,,,,
43989,50502,TYPEMR|4|1,csp_8_4,dip|1|5,True,22,ACT2.2,Male,A,Saint-Lô,Préfecture,50,19963,22480,,,,,
43996,50502,TYPEMR|4|1,csp_8_4,dip|1|4,True,23,ACT2.2,Female,A,Saint-Lô,Préfecture,50,19963,22480,CF-604,CF-604,6.0,Union nationale du sport scolaire (UNSS),Fédération multisports scolaire ou universitaire
44007,50523,TYPEMR|4|3,csp_6_7,dip|1|3,False,55,ACT1.2,Male,E,Sainte-Mère-Église,Chef-lieu canton,50,3127,22480,,,,,
44024,50542,TYPEMR|1|1,csp_8_6,dip|1|1,False,62,ACT2.5,Male,E,Saint-Pois,Chef-lieu canton,50,497,22480,,,,,
44028,50546,TYPEMR|4|2,csp_4_7,dip|3,False,29,ACT1.1,Male,A,Bourgvallées,Commune simple,50,3315,22480,CF-111,CF-111,1.0,Fédération Française de football,Fédération unisport olympique
44033,50550,TYPEMR|4|3,csp_8_4,dip|1|2,True,17,ACT2.2,Male,A,Saint-Sauveur-Villages,Chef-lieu canton,50,3749,22480,,,,,
44036,50551,TYPEMR|3|2,csp_8_5,dip|3,True,15,ACT2.2,Male,A,Saint-Sauveur-le-Vicomte,Chef-lieu canton,50,2128,22480,,,,,
44040,50556,TYPEMR|4|1,csp_8_4,dip|1|2,True,15,ACT2.2,Female,A,Sainte-Suzanne-sur-Vire,Commune simple,50,706,22480,CF-101,CF-101,1.0,Fédération Française d'athlétisme,Fédération unisport olympique
44041,50562,TYPEMR|4|2,csp_5_2,dip|1|2,False,24,ACT1.2,Female,A,Saint-Vaast-la-Hougue,Commune simple,50,1742,22480,CF-109,CF-109,1.0,Fédération Française d'équitation,Fédération unisport olympique
44045,50565,TYPEMR|4|3,csp_8_6,dip|1|3,False,62,ACT2.5,Male,E,Sartilly-Baie-Bocage,Chef-lieu canton,50,2873,22480,,,,,
44047,50567,TYPEMR|3|2,csp_7_2,dip|1|1,False,79,ACT2.1,Female,E,Saussemesnil,Commune simple,50,902,22480,,,,,
44048,50567,TYPEMR|1|1,csp_4_7,dip|1|6,False,39,ACT1.2,Male,A,Saussemesnil,Commune simple,50,902,22480,CF-111,CF-111,1.0,Fédération Française de football,Fédération unisport olympique
44051,50576,TYPEMR|4|3,csp_8_5,dip|1|5,False,23,ACT2.5,Male,A,Siouville-Hague,Commune simple,50,983,22480,,,,,
44054,50579,TYPEMR|1|1,csp_1_1,dip|1|2,False,35,ACT1.1,Male,A,Sottevast,Commune simple,50,1450,22480,,,,,
44063,50592,TYPEMR|4|3,csp_6_4,dip|1|3,False,45,ACT1.2,Male,E,Tessy-Bocage,Chef-lieu canton,50,2321,22480,CF-413,CF-413,4.0,Union Française des oeuvres laïques d'éducation physique (UFOLEP),Fédération multisports affinitaire
44066,50593,TYPEMR|4|3,csp_6_4,dip|1|3,False,61,ACT1.2,Male,E,Teurthéville-Bocage,Commune simple,50,596,22480,,,,,
44075,50601,TYPEMR|3|2,csp_8_5,dip|1|2,False,25,ACT2.5,Female,A,Torigny-les-Villes,Chef-lieu canton,50,4452,22480,,,,,
44077,50604,TYPEMR|4|3,csp_7_1,dip|2,False,88,ACT2.1,Male,E,Tréauville,Commune simple,50,768,22480,,,,,
44085,50612,TYPEMR|4|1,csp_1_1,dip|3,False,46,ACT1.1,Male,A,Vains,Commune simple,50,831,22480,,,,,
44087,50615,TYPEMR|4|4,csp_7_1,dip|1|1,False,80,ACT2.1,Female,E,Valognes,Chef-lieu canton,50,7088,22480,,,,,
44102,50639,TYPEMR|4|1,csp_3_5,dip|1|2,False,34,ACT1.1,Female,E,Villedieu-les-Poêles-Rouffigny,Chef-lieu canton,50,3919,22480,,,,,
44106,50647,TYPEMR|4|4,csp_7_1,dip|1|1,False,80,ACT2.1,Female,E,Yquelon,Commune simple,50,1178,22480,,,,,
44107,50647,TYPEMR|4|2,csp_8_4,dip|1|2,True,17,ACT2.2,Male,E,Yquelon,Commune simple,50,1178,22480,,,,,
44132,51030,TYPEMR|2|0,csp_4_7,dip|1|3,False,55,ACT1.1,Female,A,Aÿ-Champagne,Chef-lieu canton,51,5395,22830,,,,,
44136,51036,TYPEMR|4|4,csp_8_5,dip|1|3,False,60,ACT2.5,Male,A,Barbonne-Fayel,Commune simple,51,514,22830,CF-125,CF-125,1.0,Fédération Française de tir,Fédération unisport olympique
44137,51036,TYPEMR|1|1,csp_2_3,dip|1|8,False,40,ACT1.1,Male,A,Barbonne-Fayel,Commune simple,51,514,22830,,,,,
44145,51049,TYPEMR|4|2,csp_8_5,dip|3,False,31,ACT2.4,Female,A,Bergères-lès-Vertus,Commune simple,51,580,22830,,,,,
44148,51052,TYPEMR|3|2,csp_5_6,dip|3,False,53,ACT1.2,Female,A,Berru,Commune simple,51,600,22830,,,,,
44152,51055,TYPEMR|3|2,csp_8_5,dip|1|2,True,16,ACT2.5,Male,A,Bétheny,Commune simple,51,7177,22830,,,,,
44164,51074,TYPEMR|3|2,csp_8_4,dip|1|2,True,17,ACT2.2,Female,A,Boult-sur-Suippe,Commune simple,51,1800,22830,,,,,
44169,51074,TYPEMR|4|1,csp_8_4,dip|1|2,True,16,ACT2.2,Female,A,Boult-sur-Suippe,Commune simple,51,1800,22830,,,,,
44187,51108,TYPEMR|4|3,csp_6_7,dip|2,False,59,ACT1.1,Female,A,Châlons-en-Champagne,Préfecture de région,51,45625,22830,,,,,
44190,51108,TYPEMR|4|1,csp_2_1,dip|1|3,False,38,ACT1.1,Male,A,Châlons-en-Champagne,Préfecture de région,51,45625,22830,,,,,
44197,51108,TYPEMR|4|1,csp_4_6,dip|2,False,61,ACT1.1,Male,A,Châlons-en-Champagne,Préfecture de région,51,45625,22830,,,,,
44202,51108,TYPEMR|4|4,csp_5_6,dip|3,False,25,ACT1.2,Female,A,Châlons-en-Champagne,Préfecture de région,51,45625,22830,,,,,
44213,51108,TYPEMR|4|1,csp_8_4,dip|1|2,True,16,ACT2.2,Female,A,Châlons-en-Champagne,Préfecture de région,51,45625,22830,CF-602,CF-602,6.0,Fédération sportive éducative de l'enseignement catholique (UGSEL),Fédération multisports scolaire ou universitaire
44215,51108,TYPEMR|4|1,csp_1_1,dip|1|3,False,56,ACT1.1,Male,A,Châlons-en-Champagne,Préfecture de région,51,45625,22830,,,,,
44229,51108,TYPEMR|3|2,csp_8_5,dip|3,True,15,ACT2.2,Female,A,Châlons-en-Champagne,Préfecture de région,51,45625,22830,CF-604,CF-604,6.0,Union nationale du sport scolaire (UNSS),Fédération multisports scolaire ou universitaire
44231,51108,TYPEMR|1|2,csp_5_4,dip|1|4,False,43,ACT1.2,Female,A,Châlons-en-Champagne,Préfecture de région,51,45625,22830,,,,,
44240,51108,TYPEMR|4|4,csp_8_5,dip|1|3,False,61,ACT2.5,Female,A,Châlons-en-Champagne,Préfecture de région,51,45625,22830,,,,,
44243,51108,TYPEMR|4|4,csp_8_5,dip|3,False,56,ACT2.5,Male,A,Châlons-en-Champagne,Préfecture de région,51,45625,22830,,,,,
44248,51117,TYPEMR|4|4,csp_4_6,dip|1|6,False,57,ACT1.2,Female,A,Champigneul-Champagne,Commune simple,51,327,22830,,,,,
44249,51118,TYPEMR|4|4,csp_8_6,dip|1|3,False,66,ACT2.5,Female,A,Champigny,Commune simple,51,1598,22830,,,,,
44253,51119,TYPEMR|4|4,csp_7_2,dip|1|3,False,78,ACT2.1,Male,A,Champillon,Commune simple,51,519,22830,,,,,
44264,51155,TYPEMR|1|1,csp_2_2,dip|1|3,False,42,ACT1.1,Male,A,Clesles,Commune simple,51,622,22830,,,,,
44269,51160,TYPEMR|1|1,csp_8_4,dip|1|8,True,25,ACT2.2,Male,A,Compertrix,Commune simple,51,1422,22830,CF-413,CF-413,4.0,Union Française des oeuvres laïques d'éducation physique (UFOLEP),Fédération multisports affinitaire
44270,51161,TYPEMR|4|1,csp_4_7,dip|1|6,False,49,ACT1.1,Female,A,Condé-sur-Marne,Commune simple,51,782,22830,,,,,
44279,51172,TYPEMR|4|4,csp_8_6,dip|1|3,False,61,ACT2.5,Male,A,Cormontreuil,Commune simple,51,6550,22830,,,,,
44280,51172,TYPEMR|2|0,csp_4_5,dip|1|6,False,22,ACT1.1,Male,A,Cormontreuil,Commune simple,51,6550,22830,,,,,
44281,51172,TYPEMR|4|2,csp_8_5,dip|1,False,55,ACT2.4,Female,A,Cormontreuil,Commune simple,51,6550,22830,,,,,
44290,51172,TYPEMR|4|1,csp_6_9,dip|1|2,True,17,ACT1.1,Male,A,Cormontreuil,Commune simple,51,6550,22830,CF-123,CF-123,1.0,Fédération Française de tennis,Fédération unisport olympique
44291,51172,TYPEMR|4|3,csp_7_2,dip|1|1,False,86,ACT2.1,Female,A,Cormontreuil,Commune simple,51,6550,22830,,,,,
44294,51176,TYPEMR|3|2,csp_8_4,dip|1|2,True,20,ACT2.2,Male,A,Corroy,Commune simple,51,158,22830,,,,,
44296,51183,TYPEMR|1|1,csp_8_4,dip|1|4,True,19,ACT2.2,Male,A,Courcy,Commune simple,51,1229,22830,,,,,
44310,51210,TYPEMR|4|4,csp_7_2,dip|1|8,False,71,ACT2.1,Male,A,Dizy,Commune simple,51,1530,22830,,,,,
44314,51217,TYPEMR|3|2,csp_6_9,dip|1|5,False,21,ACT1.2,Female,A,Dormans,Chef-lieu canton,51,2961,22830,,,,,
44330,51230,TYPEMR|1|1,csp_8_5,dip|1|3,False,41,ACT2.5,Male,A,Épernay,Sous-préfecture,51,22901,22830,,,,,
44333,51230,TYPEMR|4|2,csp_8_5,dip|3,False,57,ACT2.5,Female,A,Épernay,Sous-préfecture,51,22901,22830,,,,,
44334,51230,TYPEMR|4|1,csp_8_4,dip|3,True,16,ACT2.2,Female,A,Épernay,Sous-préfecture,51,22901,22830,,,,,
44335,51230,TYPEMR|1|2,csp_8_4,dip|1|7,True,28,ACT2.2,Female,A,Épernay,Sous-préfecture,51,22901,22830,,,,,
44345,51230,TYPEMR|4|2,csp_8_5,dip|1|3,False,57,ACT2.5,Female,A,Épernay,Sous-préfecture,51,22901,22830,,,,,
44348,51230,TYPEMR|4|4,csp_7_2,dip|1|4,False,70,ACT2.1,Female,A,Épernay,Sous-préfecture,51,22901,22830,,,,,
44374,51252,TYPEMR|4|2,csp_5_6,dip|1|5,False,44,ACT1.2,Female,A,Fleury-la-Rivière,Commune simple,51,526,22830,,,,,
44375,51253,TYPEMR|1|2,csp_7_2,dip|1|1,False,74,ACT2.1,Female,A,Florent-en-Argonne,Commune simple,51,233,22830,,,,,
44377,51262,TYPEMR|3|2,csp_5_2,dip|1|6,False,45,ACT1.2,Female,A,Frignicourt,Commune simple,51,1849,22830,,,,,
44378,51262,TYPEMR|1|1,csp_2_1,dip|1|3,False,52,ACT1.1,Male,A,Frignicourt,Commune simple,51,1849,22830,,,,,
44383,51266,TYPEMR|4|2,csp_2_1,dip|1|3,False,61,ACT1.1,Male,A,Germaine,Commune simple,51,546,22830,,,,,
44391,51281,TYPEMR|4|1,csp_3_4,dip|1|8,False,44,ACT1.1,Female,A,Grauves,Commune simple,51,630,22830,CF-108,CF-108,1.0,Fédération Française de cyclisme,Fédération unisport olympique
44394,51288,TYPEMR|3|2,csp_8_6,dip|3,False,75,ACT2.4,Female,A,Heiltz-le-Hutier,Commune simple,51,246,22830,,,,,
44395,51289,TYPEMR|4|3,csp_8_4,dip|3,True,28,ACT2.2,Female,A,Heiltz-le-Maurupt,Chef-lieu canton,51,444,22830,,,,,
44398,51298,TYPEMR|3|1,csp_7_2,dip|1|1,False,93,ACT2.1,Female,A,Igny-Comblizy,Commune simple,51,431,22830,,,,,
44409,51320,TYPEMR|4|2,csp_8_5,dip|1|6,False,36,ACT2.4,Female,A,Leuvrigny,Commune simple,51,318,22830,,,,,
44411,51326,TYPEMR|4|4,csp_7_2,dip|1|1,False,79,ACT2.1,Male,A,Livry-Louvercy,Commune simple,51,1105,22830,,,,,
44422,51344,TYPEMR|4|1,csp_4_3,dip|1|6,False,29,ACT1.1,Female,A,Mardeuil,Commune simple,51,1500,22830,CF-109,CF-109,1.0,Fédération Française d'équitation,Fédération unisport olympique
44428,51358,TYPEMR|4|2,csp_8_5,dip|3,False,51,ACT2.4,Female,A,Maurupt-le-Montois,Commune simple,51,594,22830,,,,,
44438,51380,TYPEMR|4|3,csp_2_1,dip|1|5,False,40,ACT1.1,Female,A,Montmirail,Chef-lieu canton,51,3620,22830,,,,,
44439,51380,TYPEMR|3|2,csp_4_2,dip|1|3,False,27,ACT1.2,Male,A,Montmirail,Chef-lieu canton,51,3620,22830,,,,,
44445,51386,TYPEMR|3|1,csp_8_4,dip|3,True,18,ACT2.2,Female,A,Morsains,Commune simple,51,139,22830,,,,,
44455,51390,TYPEMR|4|4,csp_7_2,dip|2,False,68,ACT2.1,Female,A,Moussy,Commune simple,51,793,22830,,,,,
44457,51391,TYPEMR|4|2,csp_8_5,dip|1|3,False,45,ACT2.4,Female,A,Muizon,Commune simple,51,2184,22830,,,,,
44469,51417,TYPEMR|1|2,csp_7_5,dip|1|3,False,82,ACT2.1,Female,A,Orconte,Commune simple,51,383,22830,,,,,
44472,51423,TYPEMR|3|2,csp_8_1,dip|1|3,False,24,ACT1.2,Male,A,Pargny-sur-Saulx,Commune simple,51,1780,22830,,,,,
44480,51444,TYPEMR|1|2,csp_3_3,dip|1|8,False,41,ACT1.1,Female,A,Pouillon,Commune simple,51,514,22830,,,,,
44488,51454,TYPEMR|1|2,csp_5_5,dip|1|3,False,54,ACT1.2,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44494,51454,TYPEMR|4|2,csp_4_7,dip|1|3,False,46,ACT1.1,Male,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44514,51454,TYPEMR|3|2,csp_5_4,dip|1|6,False,62,ACT1.2,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44518,51454,TYPEMR|1|1,csp_8_5,dip|1|4,False,26,ACT2.5,Male,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44523,51454,TYPEMR|4|1,csp_2_1,dip|1|1,False,64,ACT1.1,Male,E,Reims,Sous-préfecture,51,184114,22830,,,,,
44526,51454,TYPEMR|4|1,csp_8_5,dip|3,True,16,ACT2.2,Male,A,Reims,Sous-préfecture,51,184114,22830,CF-111,CF-111,1.0,Fédération Française de football,Fédération unisport olympique
44527,51454,TYPEMR|4|1,csp_6_7,dip|1|2,False,64,ACT1.1,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44535,51454,TYPEMR|4|3,csp_8_5,dip|1|3,False,58,ACT2.5,Male,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44538,51454,TYPEMR|4|2,csp_5_2,dip|1|3,False,27,ACT1.2,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44549,51454,TYPEMR|4|1,csp_8_5,dip|1,False,33,ACT2.5,Male,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44550,51454,TYPEMR|4|2,csp_8_5,dip|1|3,False,32,ACT2.4,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44561,51454,TYPEMR|4|2,csp_8_5,dip|1|5,False,38,ACT2.5,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44571,51454,TYPEMR|1|2,csp_8_6,dip|2,False,87,ACT2.5,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44572,51454,TYPEMR|1|1,csp_2_1,dip|1|6,False,45,ACT1.1,Male,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44578,51454,TYPEMR|4|1,csp_3_1,dip|1|8,False,58,ACT1.1,Male,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44582,51454,TYPEMR|4|1,csp_2_2,dip|1|6,False,41,ACT1.1,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44584,51454,TYPEMR|4|3,csp_3_5,dip|1|7,False,64,ACT1.1,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44591,51454,TYPEMR|4|3,csp_8_5,dip|3,False,54,ACT2.5,Male,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44599,51454,TYPEMR|4|2,csp_8_5,dip|2,False,52,ACT2.5,Female,A,Reims,Sous-préfecture,51,184114,22830,CF-403,CF-403,4.0,Fédération Française sports pour tous,Fédération multisports affinitaire
44605,51454,TYPEMR|4|1,csp_1_3,dip|3,False,54,ACT1.1,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44609,51454,TYPEMR|1|2,csp_4_6,dip|1|4,False,66,ACT1.1,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44611,51454,TYPEMR|2|0,csp_8_4,dip|1|2,True,20,ACT2.2,Male,A,Reims,Sous-préfecture,51,184114,22830,CF-102,CF-102,1.0,Fédération Française des sociétés d'aviron,Fédération unisport olympique
44617,51454,TYPEMR|3|2,csp_1_3,dip|1|4,False,51,ACT1.1,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44620,51454,TYPEMR|4|1,csp_6_5,dip|1|7,True,23,ACT1.1,Male,E,Reims,Sous-préfecture,51,184114,22830,,,,,
44628,51454,TYPEMR|1|2,csp_4_3,dip|1|7,False,28,ACT1.1,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44629,51454,TYPEMR|4|2,csp_8_5,dip|1|3,False,28,ACT2.4,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44635,51454,TYPEMR|2|0,csp_8_5,dip|3,True,15,ACT2.2,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44639,51454,TYPEMR|1|2,csp_3_1,dip|1|8,False,62,ACT1.1,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44641,51454,TYPEMR|4|1,csp_3_1,dip|1|3,False,57,ACT1.1,Male,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44642,51454,TYPEMR|3|2,csp_5_5,dip|3,False,24,ACT1.2,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44657,51454,TYPEMR|4|1,csp_3_5,dip|1|8,False,48,ACT1.1,Male,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44660,51454,TYPEMR|3|2,csp_6_8,dip|1|5,True,21,ACT1.1,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44665,51454,TYPEMR|4|2,csp_6_7,dip|1|3,False,28,ACT1.2,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44678,51454,TYPEMR|1|2,csp_2_2,dip|2,False,73,ACT1.1,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44679,51454,TYPEMR|4|4,csp_7_2,dip|1|3,False,74,ACT2.1,Male,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44689,51454,TYPEMR|1|1,csp_8_4,dip|1|6,True,27,ACT2.2,Male,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44693,51454,TYPEMR|1|1,csp_8_5,dip|3,False,56,ACT2.5,Male,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44697,51454,TYPEMR|3|2,csp_6_7,dip|1|3,False,44,ACT1.2,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44700,51454,TYPEMR|1|2,csp_4_6,dip|1|5,False,37,ACT1.2,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44704,51454,TYPEMR|4|4,csp_8_6,dip|2,False,88,ACT2.1,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44705,51454,TYPEMR|4|1,csp_2_3,dip|3,False,46,ACT1.1,Male,E,Reims,Sous-préfecture,51,184114,22830,CF-420,CF-420,4.0,Fédération sportive des ASPTT,Fédération multisports affinitaire
44711,51454,TYPEMR|4|1,csp_2_1,dip|1|3,False,50,ACT1.1,Male,E,Reims,Sous-préfecture,51,184114,22830,,,,,
44719,51454,TYPEMR|4|3,csp_3_1,dip|1|8,False,42,ACT1.1,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44723,51454,TYPEMR|3|2,csp_4_6,dip|1|5,False,56,ACT1.2,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44725,51454,TYPEMR|4|1,csp_8_4,dip|1|5,True,20,ACT2.2,Female,A,Reims,Sous-préfecture,51,184114,22830,,,,,
44740,51469,TYPEMR|4|2,csp_8_4,dip|1|4,True,22,ACT2.2,Male,A,Rouffy,Commune simple,51,116,22830,CF-111,CF-111,1.0,Fédération Française de football,Fédération unisport olympique
44743,51474,TYPEMR|4|2,csp_6_7,dip|1|3,False,29,ACT1.2,Female,A,Saint-Brice-Courcelles,Commune simple,51,3457,22830,,,,,
44744,51474,TYPEMR|1|2,csp_4_7,dip|2,False,63,ACT1.1,Female,A,Saint-Brice-Courcelles,Commune simple,51,3457,22830,,,,,
44750,51486,TYPEMR|4|1,csp_8_4,dip|1|2,True,16,ACT2.2,Female,A,Saint-Hilaire-le-Grand,Commune simple,51,377,22830,,,,,
44752,51487,TYPEMR|4|4,csp_8_4,dip|1|3,True,20,ACT2.2,Female,A,Saint-Hilaire-le-Petit,Commune simple,51,348,22830,,,,,
44755,51492,TYPEMR|1|2,csp_4_3,dip|1|7,False,22,ACT1.1,Female,A,Saint-Just-Sauvage,Commune simple,51,1464,22830,,,,,
44757,51500,TYPEMR|4|1,csp_4_3,dip|1|5,False,25,ACT1.1,Female,A,Saint-Mard-sur-le-Mont,Commune simple,51,118,22830,,,,,
44761,51506,TYPEMR|1|1,csp_8_5,dip|3,False,29,ACT2.5,Male,A,Saint-Memmie,Commune simple,51,5552,22830,,,,,
44766,51507,TYPEMR|4|1,csp_2_2,dip|1|6,False,58,ACT1.1,Male,A,Sainte-Menehould,Sous-préfecture,51,4281,22830,,,,,
44777,51530,TYPEMR|4|3,csp_2_1,dip|1|3,False,60,ACT1.1,Female,A,Sept-Saulx,Commune simple,51,683,22830,,,,,
44784,51532,TYPEMR|4|1,csp_8_4,dip|1|2,True,17,ACT2.2,Male,A,Sermiers,Commune simple,51,582,22830,,,,,
44787,51535,TYPEMR|4|4,csp_7_1,dip|3,False,71,ACT2.1,Male,A,Sézanne,Chef-lieu canton,51,4880,22830,,,,,
44791,51535,TYPEMR|4|1,csp_8_4,dip|1|2,True,18,ACT2.2,Female,A,Sézanne,Chef-lieu canton,51,4880,22830,,,,,
44796,51537,TYPEMR|4|4,csp_8_5,dip|1,False,59,ACT2.4,Female,A,Sivry-Ante,Commune simple,51,183,22830,,,,,
44797,51542,TYPEMR|4|4,csp_7_2,dip|1|3,False,73,ACT2.1,Male,A,Soizy-aux-Bois,Commune simple,51,190,22830,,,,,
44800,51546,TYPEMR|4|1,csp_8_4,dip|1|2,True,19,ACT2.2,Female,A,Somme-Suippe,Commune simple,51,653,22830,,,,,
44802,51548,TYPEMR|3|2,csp_8_4,dip|1|2,True,17,ACT2.2,Female,A,Somme-Vesle,Commune simple,51,625,22830,,,,,
44807,51559,TYPEMR|4|1,csp_6_2,dip|1|3,False,63,ACT1.1,Female,A,Suippes,Chef-lieu canton,51,3913,22830,CF-420,CF-420,4.0,Fédération sportive des ASPTT,Fédération multisports affinitaire
44815,51573,TYPEMR|4|2,csp_5_2,dip|1|5,True,33,ACT1.2,Female,A,Tinqueux,Commune simple,51,10433,22830,,,,,
44820,51573,TYPEMR|1|1,csp_6_7,dip|3,False,48,ACT1.2,Male,A,Tinqueux,Commune simple,51,10433,22830,CF-218,CF-218,2.0,Fédération Française de cyclotourisme,Fédération unisport non olympique
44826,51573,TYPEMR|4|1,csp_8_4,dip|1|2,True,18,ACT2.2,Female,A,Tinqueux,Commune simple,51,10433,22830,,,,,
