PRIMARY_KEY,INSEE,Household_type,JOB_42,Highest_degree,Studying,AGE_2019,act,sex,target,ECO_SECT,LAST_DEP,Job_dep,job_desc,TYPE_OF_CONTRACT,job_category,Work_condition,company_category,Working_hours,employee_count,LAST_JOB_42,last_emp_type,retirement_age,Retirement_pay,Nom de la commune,town_type,DEP,community_size,dep_median_inc,sports,Code,Categorie,Nom fédération,Nom catégorie,dep_act_rate
53768,59606,TYPEMR|4|4,csp_7_7,dip|1|2,False,57,ACT2.1,Female,A,IZ,74,74,541d,CDI,O,P,ct_8,552.0,tr_1,csp_5_4,EMP1.6,57,21005,Valenciennes,Sous-préfecture,59,43677,21340,,,,,,83.7
53778,59610,TYPEMR|1|2,csp_7_8,dip|2,False,87,ACT2.1,Female,A,GZ,77,77,672a,CDI,O,C,ct_9,1788.0,tr_1,csp_6_7,EMP1.6,65,14703,Verchain-Maugré,Commune simple,59,1082,21340,,,,,,82.6
53779,59610,TYPEMR|3|2,csp_7_8,dip|1,False,82,ACT2.1,Female,A,NZ,80,80,676c,CDI,O,C,ct_9,1157.0,tr_5,csp_6_7,EMP1.6,65,12400,Verchain-Maugré,Commune simple,59,1082,21340,,,,,,70.4
53780,59610,TYPEMR|4|4,csp_7_8,dip|1|1,False,69,ACT2.1,Male,A,CE,81,81,625c,CDI,O,P,ct_9,1461.0,tr_6,csp_6_2,EMP1.6,55,21853,Verchain-Maugré,Commune simple,59,1082,21340,,,,,,65.3
53791,59615,TYPEMR|4|3,csp_7_8,dip|1,False,73,ACT2.1,Male,A,HZ,70,70,641b,CDI,O,P,ct_9,947.0,tr_3,csp_6_4,EMP1.6,55,14961,Vieux-Berquin,Commune simple,59,2554,21340,,,,,,67.8
53801,59616,TYPEMR|4|3,csp_7_8,dip|1|5,False,64,ACT2.1,Male,A,NZ,21,21,691e,CDI,O,C,ct_8,1440.0,tr_2,csp_6_9,EMP1.6,59,11049,Vieux-Condé,Commune simple,59,10516,21340,,,,,,72.2
53810,59619,TYPEMR|4|4,csp_7_7,dip|1|1,False,66,ACT2.1,Female,A,PZ,01,69,542a,CDI,O,P,ct_6,942.0,tr_1,csp_5_4,EMP1.6,59,9154,Villereau,Commune simple,59,1061,21340,,,,,,79.4
53812,59620,TYPEMR|4|2,csp_7_8,dip|1|1,False,65,ACT2.1,Female,A,QA,71,71,632k,CDI,O,P,ct_3,1091.0,tr_5,csp_6_3,EMP1.6,63,12014,Villers-au-Tertre,Commune simple,59,667,21340,CF-245,CF-245,2.0,Fédération Française de la randonnée pédestre,Fédération unisport non olympique,66.0
53837,59630,TYPEMR|4|4,csp_7_8,dip|1|2,False,73,ACT2.1,Male,A,HZ,63,63,641a,CDI,O,C,ct_9,1619.0,tr_4,csp_6_4,EMP1.6,60,17266,Wahagnies,Commune simple,59,2676,21340,,,,,,71.0
53846,59632,TYPEMR|4|4,csp_7_5,dip|1|2,False,72,ACT2.1,Male,A,RZ,44,44,472d,CDI,O,C,ct_2,1820.0,tr_4,csp_4_7,EMP1.6,65,25883,Wallers,Commune simple,59,5649,21340,,,,,,76.6
53858,59636,TYPEMR|1|2,csp_7_8,dip|2,False,82,ACT2.1,Female,A,GZ,73,73,684a,CDI,O,C,,169.0,,csp_6_8,EMP1.6,60,11048,Wambrechies,Commune simple,59,10712,21340,,,,,,72.8
53861,59636,TYPEMR|4|4,csp_7_7,dip|1|1,False,75,ACT2.1,Female,A,QB,59,59,543h,CDI,O,C,ct_8,607.0,tr_6,csp_5_4,EMP1.6,60,25574,Wambrechies,Commune simple,59,10712,21340,,,,,,74.1
53874,59640,TYPEMR|4|4,csp_7_5,dip|1|1,False,72,ACT2.1,Female,A,CL,91,91,478c,CDI,O,C,ct_9,1873.0,tr_6,csp_4_7,EMP1.6,62,23582,Wargnies-le-Petit,Commune simple,59,778,21340,,,,,,83.9
53878,59641,TYPEMR|1|1,csp_7_8,dip|2,False,87,ACT2.1,Male,A,CH,91,91,623f,CDI,O,C,ct_9,1929.0,tr_1,csp_6_2,EMP1.6,59,25781,Warhem,Commune simple,59,2039,21340,,,,,,83.9
53882,59646,TYPEMR|1|2,csp_7_7,dip|1|7,False,63,ACT2.1,Female,A,QA,33,33,525d,CDI,O,C,ct_8,1603.0,tr_3,csp_5_2,EMP1.6,60,17330,Wasquehal,Commune simple,59,21092,21340,,,,,,76.4
53887,59646,TYPEMR|4|4,csp_7_8,dip|3,False,73,ACT2.1,Male,A,GZ,60,60,653a,CDI,O,C,ct_9,1835.0,tr_5,csp_6_5,EMP1.6,60,33969,Wasquehal,Commune simple,59,21092,21340,,,,,,76.7
53896,59646,TYPEMR|4|4,csp_7_7,dip|2,False,85,ACT2.1,Male,A,KZ,57,57,543g,CDI,O,P,ct_9,756.0,tr_1,csp_5_4,EMP1.6,65,25593,Wasquehal,Commune simple,59,21092,21340,,,,,,62.9
53904,59646,TYPEMR|4|3,csp_7_5,dip|1|2,False,63,ACT2.1,Male,A,MB,29,29,484a,CDI,O,C,ct_9,1813.0,tr_4,csp_4_8,EMP1.6,57,25878,Wasquehal,Commune simple,59,21092,21340,,,,,,67.0
53908,59646,TYPEMR|4|4,csp_7_7,dip|1|1,False,78,ACT2.1,Female,A,QB,62,62,543h,CDI,O,C,ct_8,1820.0,tr_1,csp_5_4,EMP1.6,60,13686,Wasquehal,Commune simple,59,21092,21340,,,,,,70.6
53951,59650,TYPEMR|4|4,csp_7_7,dip|1|1,False,64,ACT2.1,Male,A,GZ,31,31,551a,CDI,O,C,ct_9,1641.0,tr_1,csp_5_5,EMP1.6,60,19675,Wattrelos,Commune simple,59,41070,21340,,,,,,80.0
53952,59650,TYPEMR|3|2,csp_7_7,dip|1|2,False,67,ACT2.1,Female,A,TZ,84,84,563c,CDI,O,C,,157.0,,csp_5_6,EMP1.6,62,16665,Wattrelos,Commune simple,59,41070,21340,,,,,,67.8
53956,59650,TYPEMR|4|4,csp_7_8,dip|1,False,73,ACT2.1,Male,A,EZ,93,92,651a,CDI,O,C,ct_9,1820.0,tr_5,csp_6_5,EMP1.6,65,16969,Wattrelos,Commune simple,59,41070,21340,,,,,,92.4
53962,59650,TYPEMR|1|2,csp_7_7,dip|1|3,False,77,ACT2.1,Female,A,TZ,75,75,563c,CDI,O,N,ct_7,3000.0,tr_1,csp_5_6,EMP1.6,59,22792,Wattrelos,Commune simple,59,41070,21340,,,,,,86.9
53973,59650,TYPEMR|4|4,csp_7_5,dip|1|6,False,72,ACT2.1,Male,A,CE,27,27,484a,CDI,O,C,ct_9,1728.0,tr_6,csp_4_8,EMP1.6,60,27530,Wattrelos,Commune simple,59,41070,21340,,,,,,73.0
53992,59650,TYPEMR|4|3,csp_7_4,dip|1|8,False,70,ACT2.1,Male,A,HZ,86,86,332b,CDI,O,C,ct_2,1820.0,tr_2,csp_3_3,EMP1.6,60,34967,Wattrelos,Commune simple,59,41070,21340,,,,,,69.1
53994,59650,TYPEMR|4|4,csp_7_5,dip|1|1,False,72,ACT2.1,Female,A,MA,75,75,461b,CDI,O,C,ct_9,1820.0,tr_1,csp_4_6,EMP1.6,65,12027,Wattrelos,Commune simple,59,41070,21340,,,,,,86.9
54001,59650,TYPEMR|4|2,csp_7_8,dip|1,False,76,ACT2.1,Female,A,GZ,13,13,676a,CDI,O,C,ct_9,304.0,tr_3,csp_6_7,EMP1.6,65,26745,Wattrelos,Commune simple,59,41070,21340,,,,,,73.7
54007,59651,TYPEMR|4|1,csp_7_7,dip|1|2,False,90,ACT2.1,Female,A,QB,14,14,563a,CDI,O,N,ct_7,2816.0,tr_0,csp_5_6,EMP1.6,65,8881,Wavrechain-sous-Denain,Commune simple,59,1649,21340,,,,,,69.8
54034,59656,TYPEMR|4|3,csp_7_5,dip|1|3,False,66,ACT2.1,Male,A,GZ,77,77,462e,CDI,O,P,ct_9,379.0,tr_1,csp_4_6,EMP1.6,65,25190,Wervicq-Sud,Commune simple,59,5403,21340,,,,,,82.6
54045,59659,TYPEMR|1|2,csp_7_8,dip|2,False,85,ACT2.1,Female,A,SZ,,,684a,CDI,O,C,ct_8,648.0,tr_1,csp_6_8,EMP1.6,65,11048,Wignehies,Commune simple,59,2888,21340,,,,,,
54047,59659,TYPEMR|1|2,csp_7_8,dip|2,False,67,ACT2.1,Female,A,QA,12,12,632k,AUT,O,C,ct_3,1820.0,tr_6,csp_6_3,EMP1.5,63,16527,Wignehies,Commune simple,59,2888,21340,,,,,,62.8
54058,59663,TYPEMR|4|4,csp_7_7,dip|3,False,81,ACT2.1,Female,A,TZ,13,13,563c,CDI,O,C,,478.0,,csp_5_6,EMP1.6,60,13117,Wormhout,Chef-lieu canton,59,5755,21340,,,,,,73.7
54068,59669,TYPEMR|4|4,csp_7_8,dip|1|1,False,83,ACT2.1,Female,A,CA,71,69,625d,CDI,O,C,ct_9,1442.0,tr_5,csp_6_2,EMP1.6,60,14943,Zuytpeene,Commune simple,59,535,21340,,,,,,79.4
54069,59670,TYPEMR|4|4,csp_7_8,dip|1|5,False,91,ACT2.1,Male,A,GZ,35,35,632f,CDI,O,C,ct_9,1593.0,tr_4,csp_6_3,EMP1.6,60,17975,Don,Commune simple,59,1350,21340,,,,,,76.1
54089,60012,TYPEMR|1|2,csp_7_7,dip|2,False,92,ACT2.1,Female,A,OZ,77,77,524c,CDI,O,C,,383.0,,csp_5_2,EMP1.6,65,11048,Andeville,Commune simple,60,3335,23330,,,,,,82.6
54102,60024,TYPEMR|4|4,csp_7_7,dip|1|1,False,74,ACT2.1,Female,A,NZ,64,64,526b,CDI,O,P,ct_9,1230.0,tr_1,csp_5_2,EMP1.6,65,12687,Arsy,Commune simple,60,777,23330,,,,,,67.1
54114,60030,TYPEMR|3|2,csp_7_8,dip|2,False,90,ACT2.1,Male,A,FZ,71,95,671c,CDI,O,C,ct_9,1139.0,tr_6,csp_6_7,EMP1.6,60,25658,Auteuil,Commune simple,60,567,23330,,,,,,84.4
54139,60052,TYPEMR|1|2,csp_7_8,dip|2,False,93,ACT2.1,Female,A,NZ,01,71,684a,CDI,O,P,ct_9,2625.0,tr_6,csp_6_8,EMP1.6,60,19278,Beaugies-sous-Bois,Commune simple,60,101,23330,,,,,,66.0
54141,60055,TYPEMR|4|4,csp_7_5,dip|1|3,False,62,ACT2.1,Male,E,GZ,21,21,487a,CDI,O,C,ct_9,1517.0,tr_1,csp_4_8,EMP1.6,60,24954,Beaurains-lès-Noyon,Commune simple,60,343,23330,,,,,,72.2
54173,60057,TYPEMR|1|2,csp_7_7,dip|1|3,False,61,ACT2.1,Female,A,MA,06,06,543b,CDD,O,C,ct_9,760.0,tr_0,csp_5_4,EMP1.5,61,21125,Beauvais,Préfecture,60,58520,23330,,,,,,72.3
54179,60057,TYPEMR|4|4,csp_7_5,dip|1|6,False,85,ACT2.1,Female,A,QB,06,06,431f,CDI,O,C,ct_8,1385.0,tr_4,csp_4_3,EMP1.6,60,21447,Beauvais,Préfecture,60,58520,23330,,,,,,72.3
54185,60057,TYPEMR|1|2,csp_7_7,dip|1,False,101,ACT2.1,Female,A,PZ,35,35,525a,CDI,O,C,ct_8,1510.0,tr_3,csp_5_2,EMP1.6,61,13478,Beauvais,Préfecture,60,58520,23330,,,,,,76.1
54202,60057,TYPEMR|4|4,csp_7_5,dip|1|4,False,60,ACT2.1,Female,A,KZ,06,06,423b,CDI,O,C,ct_9,1701.0,tr_5,csp_4_2,EMP1.6,53,20974,Beauvais,Préfecture,60,58520,23330,,,,,,72.3
54203,60057,TYPEMR|1|2,csp_7_7,dip|1|4,False,65,ACT2.1,Female,E,TZ,33,33,563b,CDI,O,N,ct_7,1659.0,tr_1,csp_5_6,EMP1.6,60,14753,Beauvais,Préfecture,60,58520,23330,,,,,,76.4
54206,60057,TYPEMR|4|4,csp_7_5,dip|1|5,False,77,ACT2.1,Male,E,MB,84,30,451e,CDI,O,C,ct_1,1820.0,tr_6,csp_4_5,EMP1.6,63,26169,Beauvais,Préfecture,60,58520,23330,,,,,,66.2
54216,60057,TYPEMR|4|3,csp_7_4,dip|1|4,False,61,ACT2.1,Male,E,OZ,44,44,354g,AUT,O,P,ct_2,1555.0,tr_5,csp_3_5,EMP1.5,60,26163,Beauvais,Préfecture,60,58520,23330,,,,,,76.6
54218,60057,TYPEMR|4|4,csp_7_5,dip|1|2,False,91,ACT2.1,Female,A,PZ,81,81,421a,CDI,O,P,ct_8,228.0,tr_1,csp_4_2,EMP1.6,64,20633,Beauvais,Préfecture,60,58520,23330,,,,,,65.3
54222,60057,TYPEMR|4|3,csp_7_4,dip|1|1,False,80,ACT2.1,Male,E,RZ,44,44,353c,CDI,O,P,,140.0,,csp_3_5,EMP1.6,58,34692,Beauvais,Préfecture,60,58520,23330,,,,,,76.6
54224,60057,TYPEMR|1|1,csp_7_4,dip|1|8,False,79,ACT2.1,Male,E,GZ,38,38,387e,CDI,O,C,ct_9,1820.0,tr_4,csp_3_8,EMP1.6,56,32490,Beauvais,Préfecture,60,58520,23330,,,,,,76.5
54234,60063,TYPEMR|4|4,csp_7_7,dip|1|2,False,76,ACT2.1,Female,A,CC,93,93,542a,CDI,O,P,ct_6,242.0,tr_0,csp_5_4,EMP1.6,60,20452,Berneuil-en-Bray,Commune simple,60,824,23330,,,,,,82.5
54244,60071,TYPEMR|1|2,csp_7_8,dip|2,False,80,ACT2.1,Female,A,QB,95,91,682a,AUT,X,C,ct_8,1365.0,tr_6,csp_6_8,EMP1.3,60,11048,Biermont,Commune simple,60,178,23330,,,,,,83.9
54247,60077,TYPEMR|4|4,csp_7_8,dip|1|3,False,77,ACT2.1,Male,E,CA,60,60,625f,CDI,O,C,ct_9,910.0,tr_4,csp_6_2,EMP1.6,60,20601,Blicourt,Commune simple,60,365,23330,,,,,,76.7
54248,60082,TYPEMR|4|4,csp_7_7,dip|1|1,False,79,ACT2.1,Female,A,QB,17,17,526a,CDI,O,P,,168.0,,csp_5_2,EMP1.6,65,19369,Bonneuil-les-Eaux,Commune simple,60,807,23330,,,,,,62.3
54250,60083,TYPEMR|4|4,csp_7_8,dip|1|1,False,90,ACT2.1,Male,E,CH,52,52,673c,CDI,O,C,ct_9,1390.0,tr_4,csp_6_7,EMP1.6,55,16709,Bonneuil-en-Valois,Commune simple,60,1012,23330,,,,,,64.5
54260,60088,TYPEMR|4|4,csp_7_7,dip|1|3,False,67,ACT2.1,Female,A,OZ,74,74,563b,AUT,O,P,ct_2,858.0,tr_5,csp_5_6,EMP1.5,60,11564,Bornel,Commune simple,60,4837,23330,,,,,,83.7
54278,60104,TYPEMR|4|1,csp_7_8,dip|1|7,False,69,ACT2.1,Female,A,CA,64,64,674c,TOA,O,C,ct_9,1039.0,tr_6,csp_6_7,EMP1.5,60,20263,Breteuil,Chef-lieu canton,60,4336,23330,,,,,,67.1
54293,60111,TYPEMR|1|2,csp_7_7,dip|1|1,False,92,ACT2.1,Female,A,QB,45,45,525d,CDI,O,C,ct_3,1820.0,tr_4,csp_5_2,EMP1.6,65,13445,Broyes,Commune simple,60,155,23330,,,,,,72.9
54304,60119,TYPEMR|4|4,csp_7_8,dip|1|6,False,75,ACT2.1,Male,E,FZ,73,73,623a,CDI,O,C,ct_9,455.0,tr_2,csp_6_2,EMP1.6,60,30150,Cambronne-lès-Ribécourt,Commune simple,60,1981,23330,,,,,,72.8
54324,60134,TYPEMR|3|2,csp_7_8,dip|2,False,66,ACT2.1,Male,A,QB,81,81,642b,AUT,X,P,ct_8,870.0,tr_4,csp_6_4,EMP1.3,64,14562,Cauffry,Commune simple,60,2646,23330,,,,,,65.3
54370,60143,TYPEMR|4|1,csp_7_7,dip|1,False,65,ACT2.1,Female,E,KZ,92,75,542a,CDI,O,P,ct_9,616.0,tr_1,csp_5_4,EMP1.6,61,20109,Chaumont-en-Vexin,Chef-lieu canton,60,3382,23330,,,,,,86.9
54388,60155,TYPEMR|4|2,csp_7_5,dip|1|4,False,64,ACT2.1,Female,E,PZ,35,35,422e,CDI,O,P,ct_8,911.0,tr_5,csp_4_2,EMP1.6,56,11859,Cires-lès-Mello,Commune simple,60,4046,23330,,,,,,76.1
54389,60155,TYPEMR|4|4,csp_7_7,dip|1|1,False,66,ACT2.1,Female,A,TZ,,,563c,AUT,O,P,,251.0,,csp_5_6,EMP1.5,60,10551,Cires-lès-Mello,Commune simple,60,4046,23330,,,,,,
54404,60157,TYPEMR|1|2,csp_7_7,dip|1|4,False,62,ACT2.1,Female,A,QB,65,65,563b,CDI,O,C,,247.0,,csp_5_6,EMP1.6,62,11048,Clermont,Sous-préfecture,60,10398,23330,,,,,,62.0
54413,60159,TYPEMR|4|4,csp_7_7,dip|1|3,False,86,ACT2.1,Female,A,QB,31,31,525d,CDI,O,C,ct_8,1820.0,tr_4,csp_5_2,EMP1.6,65,18013,Compiègne,Sous-préfecture,60,41643,23330,,,,,,80.0
54417,60159,TYPEMR|1|1,csp_7_8,dip|2,False,70,ACT2.1,Male,A,QA,88,88,632k,AUT,O,C,ct_3,1820.0,tr_6,csp_6_3,EMP1.5,60,15273,Compiègne,Sous-préfecture,60,41643,23330,CF-125,CF-125,1.0,Fédération Française de tir,Fédération unisport olympique,66.2
54439,60159,TYPEMR|3|2,csp_7_8,dip|1|3,False,73,ACT2.1,Female,A,CB,18,18,675a,CDI,O,C,ct_9,1892.0,tr_3,csp_6_7,EMP1.6,57,12550,Compiègne,Sous-préfecture,60,41643,23330,,,,,,65.5
54441,60159,TYPEMR|3|1,csp_7_8,dip|2,False,72,ACT2.1,Male,A,CK,44,44,624c,CDI,O,C,ct_9,1525.0,tr_6,csp_6_2,EMP1.6,59,23178,Compiègne,Sous-préfecture,60,41643,23330,CF-132,CF-132,1.0,Fédération Française de golf,Fédération unisport olympique,76.6
54444,60159,TYPEMR|4|4,csp_7_5,dip|1|1,False,75,ACT2.1,Female,A,FZ,33,33,461c,CDI,O,P,ct_9,1632.0,tr_1,csp_4_6,EMP1.6,56,16505,Compiègne,Sous-préfecture,60,41643,23330,,,,,,76.4
54472,60169,TYPEMR|4|3,csp_7_4,dip|1|7,False,66,ACT2.1,Male,E,KZ,94,75,373b,CDI,O,C,ct_8,1820.0,tr_6,csp_3_7,EMP1.6,62,30918,Courcelles-lès-Gisors,Commune simple,60,830,23330,,,,,,86.9
54502,60175,TYPEMR|4|4,csp_7_5,dip|1|4,False,68,ACT2.1,Female,A,PZ,76,76,421b,CDI,O,C,ct_8,1062.0,tr_3,csp_4_2,EMP1.6,62,25134,Creil,Chef-lieu canton,60,36428,23330,,,,,,71.9
54517,60175,TYPEMR|1|2,csp_7_7,dip|1|3,False,66,ACT2.1,Female,A,QB,46,47,526d,CDI,O,P,ct_8,577.0,tr_3,csp_5_2,EMP1.6,55,11153,Creil,Chef-lieu canton,60,36428,23330,,,,,,63.1
54518,60175,TYPEMR|1|2,csp_7_8,dip|1|3,False,77,ACT2.1,Female,A,CG,45,45,674d,CDI,O,C,ct_9,1836.0,tr_6,csp_6_7,EMP1.6,55,14655,Creil,Chef-lieu canton,60,36428,23330,CF-413,CF-413,4.0,Union Française des oeuvres laïques d'éducation physique (UFOLEP),Fédération multisports affinitaire,72.9
54519,60175,TYPEMR|1|2,csp_7_7,dip|1|3,False,92,ACT2.1,Female,A,GZ,75,75,553b,CDI,O,P,ct_9,979.0,tr_6,csp_5_5,EMP1.6,60,14783,Creil,Chef-lieu canton,60,36428,23330,,,,,,86.9
54529,60175,TYPEMR|4|4,csp_7_4,dip|1|6,False,68,ACT2.1,Male,E,OZ,27,75,333a,CDI,O,C,ct_1,1820.0,tr_5,csp_3_3,EMP1.6,65,31432,Creil,Chef-lieu canton,60,36428,23330,,,,,,86.9
54532,60175,TYPEMR|1|2,csp_7_7,dip|1|3,False,72,ACT2.1,Female,A,TZ,52,52,563c,CDI,O,N,ct_7,974.0,tr_1,csp_5_6,EMP1.6,63,11151,Creil,Chef-lieu canton,60,36428,23330,,,,,,64.5
54545,60176,TYPEMR|4|4,csp_7_4,dip|1|8,False,77,ACT2.1,Male,E,HZ,75,75,382b,CDI,O,C,ct_9,1771.0,tr_6,csp_3_8,EMP1.6,63,34408,Crépy-en-Valois,Chef-lieu canton,60,15054,23330,,,,,,86.9
54546,60176,TYPEMR|4|4,csp_7_8,dip|3,False,70,ACT2.1,Female,A,CA,22,22,674b,CDI,O,C,ct_9,1771.0,tr_5,csp_6_7,EMP1.6,57,16014,Crépy-en-Valois,Chef-lieu canton,60,15054,23330,,,,,,64.1
54550,60176,TYPEMR|1|2,csp_7_7,dip|2,False,82,ACT2.1,Female,A,QB,91,94,526a,CDI,O,C,ct_8,1733.0,tr_4,csp_5_2,EMP1.6,60,17098,Crépy-en-Valois,Chef-lieu canton,60,15054,23330,CF-417,CF-417,4.0,Union Nationale Sportive Léo Lagrange,Fédération multisports affinitaire,86.1
54557,60176,TYPEMR|4|4,csp_7_5,dip|1|7,False,66,ACT2.1,Female,A,CI,03,03,477a,CDI,O,P,ct_9,1588.0,tr_6,csp_4_7,EMP1.6,60,20888,Crépy-en-Valois,Chef-lieu canton,60,15054,23330,,,,,,61.5
54604,60218,TYPEMR|4|4,csp_7_8,dip|1|1,False,69,ACT2.1,Male,E,HZ,65,65,641a,CDI,O,C,ct_9,2200.0,tr_3,csp_6_4,EMP1.6,60,18765,Esches,Commune simple,60,1623,23330,,,,,,62.0
54614,60230,TYPEMR|4|4,csp_7_5,dip|1|6,False,60,ACT2.1,Female,A,HZ,34,34,451a,CDI,O,P,ct_9,1274.0,tr_3,csp_4_5,EMP1.6,60,13461,Le Fay-Saint-Quentin,Commune simple,60,537,23330,,,,,,68.8
54618,60234,TYPEMR|4|3,csp_7_8,dip|1|1,False,74,ACT2.1,Male,E,NZ,14,14,632f,TTP,O,C,ct_9,2034.0,tr_2,csp_6_3,EMP1.5,60,24128,Fitz-James,Commune simple,60,2603,23330,,,,,,69.8
54619,60234,TYPEMR|4|4,csp_7_7,dip|1|3,False,81,ACT2.1,Male,E,GZ,13,13,534a,CDI,O,C,ct_9,1321.0,tr_1,csp_5_3,EMP1.6,65,18134,Fitz-James,Commune simple,60,2603,23330,,,,,,73.7
54627,60245,TYPEMR|4|4,csp_7_7,dip|1|1,False,81,ACT2.1,Female,A,CJ,38,38,543h,CDI,O,P,ct_9,399.0,tr_1,csp_5_4,EMP1.6,65,36199,Formerie,Chef-lieu canton,60,2141,23330,,,,,,76.5
54628,60245,TYPEMR|3|2,csp_7_5,dip|1|7,False,64,ACT2.1,Female,A,HZ,95,75,462c,CDI,O,C,ct_9,2191.0,tr_5,csp_4_6,EMP1.6,60,21224,Formerie,Chef-lieu canton,60,2141,23330,,,,,,86.9
54633,60254,TYPEMR|1|2,csp_7_7,dip|2,False,75,ACT2.1,Female,A,OZ,37,37,525c,CDI,O,N,,372.0,,csp_5_2,EMP1.6,65,11375,Francières,Commune simple,60,565,23330,,,,,,71.3
54642,60265,TYPEMR|1|2,csp_7_7,dip|2,False,90,ACT2.1,Female,A,QB,44,44,525d,CDI,O,C,ct_9,1647.0,tr_3,csp_5_2,EMP1.6,59,15030,Froissy,Chef-lieu canton,60,997,23330,,,,,,76.6
54675,60286,TYPEMR|4|4,csp_7_8,dip|1,False,88,ACT2.1,Male,E,HZ,49,49,642b,CDI,O,P,ct_9,497.0,tr_4,csp_6_4,EMP1.6,60,13578,Grandvilliers,Chef-lieu canton,60,2898,23330,,,,,,72.5
54681,60299,TYPEMR|4|4,csp_7_8,dip|2,False,83,ACT2.1,Male,E,QB,56,56,676e,AUT,X,P,ct_8,1058.0,tr_5,csp_6_7,EMP1.3,65,8881,Hardivillers,Commune simple,60,548,23330,,,,,,64.8
54720,60338,TYPEMR|1|2,csp_7_7,dip|2,False,72,ACT2.1,Female,A,QB,42,42,526d,CDD,O,C,ct_3,1022.0,tr_4,csp_5_2,EMP1.5,60,15904,Lacroix-Saint-Ouen,Commune simple,60,5054,23330,CF-119,CF-119,1.0,Fédération Française de natation,Fédération unisport olympique,69.2
54732,60342,TYPEMR|4|2,csp_7_5,dip|1|6,False,62,ACT2.1,Female,E,QB,59,59,432b,CDI,O,P,ct_8,1292.0,tr_3,csp_4_3,EMP1.6,60,17756,Laigneville,Commune simple,60,4773,23330,,,,,,74.1
54744,60346,TYPEMR|4|4,csp_7_5,dip|2,False,93,ACT2.1,Male,A,GZ,85,85,462b,CDI,O,C,ct_9,2055.0,tr_5,csp_4_6,EMP1.6,58,23979,Lamorlaye,Commune simple,60,9015,23330,,,,,,66.6
54749,60346,TYPEMR|1|2,csp_7_7,dip|2,False,82,ACT2.1,Female,A,GZ,33,33,552a,CDI,O,C,ct_9,1485.0,tr_4,csp_5_5,EMP1.6,60,18353,Lamorlaye,Commune simple,60,9015,23330,,,,,,76.4
54750,60346,TYPEMR|4|4,csp_7_8,dip|2,False,70,ACT2.1,Male,E,QA,54,54,632k,CDI,O,C,,151.0,,csp_6_3,EMP1.6,60,26218,Lamorlaye,Commune simple,60,9015,23330,,,,,,67.3
54759,60360,TYPEMR|4|4,csp_7_7,dip|1|1,False,64,ACT2.1,Female,A,MA,59,59,554f,CDI,O,C,ct_9,2188.0,tr_1,csp_5_5,EMP1.6,60,18024,Liancourt,Chef-lieu canton,60,7075,23330,,,,,,74.1
54768,60360,TYPEMR|1|2,csp_7_7,dip|1|3,False,60,ACT2.1,Female,A,KZ,60,95,545b,CDI,O,C,ct_9,1461.0,tr_2,csp_5_4,EMP1.6,60,24640,Liancourt,Chef-lieu canton,60,7075,23330,,,,,,84.4
54774,60367,TYPEMR|1|2,csp_7_7,dip|2,False,75,ACT2.1,Female,A,QA,64,64,525d,CDI,O,C,ct_8,1356.0,tr_5,csp_5_2,EMP1.6,60,15147,Loconville,Commune simple,60,341,23330,,,,,,67.1
54783,60370,TYPEMR|4|4,csp_7_7,dip|1|3,False,83,ACT2.1,Male,E,HZ,13,13,534a,CDI,O,C,ct_9,1193.0,tr_6,csp_5_3,EMP1.6,60,22925,Lormaison,Commune simple,60,1325,23330,,,,,,73.7
54791,60374,TYPEMR|4|4,csp_7_4,dip|1|6,False,80,ACT2.1,Male,E,PZ,78,78,341a,CDI,O,P,ct_8,2484.0,tr_5,csp_3_4,EMP1.6,60,27989,Maignelay-Montigny,Chef-lieu canton,60,2709,23330,,,,,,86.9
54808,60381,TYPEMR|4|3,csp_7_5,dip|1|3,False,70,ACT2.1,Male,E,GZ,59,59,477b,CDI,O,C,ct_9,1896.0,tr_4,csp_4_7,EMP1.6,60,26900,Margny-aux-Cerises,Commune simple,60,259,23330,,,,,,74.1
54813,60382,TYPEMR|1|1,csp_7_8,dip|1|3,False,76,ACT2.1,Male,E,CL,07,07,624e,CDI,O,C,ct_9,1582.0,tr_6,csp_6_2,EMP1.6,60,18365,Margny-lès-Compiègne,Commune simple,60,8853,23330,,,,,,64.7
54815,60382,TYPEMR|1|1,csp_7_8,dip|1|3,False,64,ACT2.1,Male,E,IZ,06,06,653a,CDI,O,C,ct_9,1284.0,tr_3,csp_6_5,EMP1.6,64,15093,Margny-lès-Compiègne,Commune simple,60,8853,23330,,,,,,72.3
54823,60383,TYPEMR|1|2,csp_7_7,dip|1|1,False,73,ACT2.1,Female,A,TZ,24,24,563c,CDD,O,C,,122.0,,csp_5_6,EMP1.5,65,12674,Margny-sur-Matz,Commune simple,60,550,23330,,,,,,59.2
54829,60393,TYPEMR|4|4,csp_7_5,dip|1|6,False,65,ACT2.1,Male,E,MA,27,27,474b,CDI,O,C,ct_9,755.0,tr_6,csp_4_7,EMP1.6,60,47836,Mello,Commune simple,60,626,23330,,,,,,73.0
54833,60395,TYPEMR|4|4,csp_7_5,dip|1|3,False,65,ACT2.1,Male,E,GZ,31,31,479b,CDI,O,C,ct_9,1657.0,tr_1,csp_4_7,EMP1.6,59,17600,Méru,Chef-lieu canton,60,14634,23330,,,,,,80.0
