PRIMARY_KEY,Working_hours,TYPE_OF_CONTRACT,company_category,Work_condition,ECO_SECT,job_desc,employee_count,Job_dep,remuneration,job_category
52626,1224,"AUT","ct_9","C","EZ","684b","tr_6","59",16922,"X"
52632,1725,"CDI","ct_8","C","HZ","478d","tr_5","59",30719,"O"
52635,1822,"CDI","ct_9","C","HZ","652a","tr_2","59",20039,"O"
52639,1640,"APP","ct_9","C","GZ","462d","tr_6","62",18916,"A"
52648,1619,"CDI","ct_9","C","FZ","632a","tr_6","59",19155,"O"
52650,463,"CDI","ct_8","P","QB","563b","tr_5","59",3678,"O"
52652,1820,"CDI","ct_9","C","NZ","461d","tr_1","59",22856,"O"
52655,1596,"CDI","ct_9","C","GZ","462a","tr_3","83",17462,"O"
52658,1689,"APP","ct_9","C","SZ","633b","tr_3","59",14724,"A"
52665,338,"CDD","ct_3","C","QA","451h","tr_6","59",3375,"O"
52674,1820,"CDI","ct_8","C","QB","676e","tr_5","59",8343,"X"
52676,1575,"CDI","ct_9","C","GZ","462d","tr_3","75",71761,"O"
52685,700,"CDD","ct_9","C","RZ","424a","tr_5","59",63455,"O"
52686,204,"CDI","ct_8","P","PZ","341a","tr_4","59",7566,"O"
52698,1820,"CDI","ct_9","C","JC","388c","tr_3","59",30768,"O"
52710,1606,"CDI","ct_9","C","MC","375a","tr_5","59",39405,"O"
52711,1586,"CDI","ct_8","C","QB","526a","tr_3","59",24459,"O"
52725,910,"CDI","ct_8","C","QA","344b","tr_3","59",9707,"O"
52740,1447,"CDI","ct_9","P","GZ","465a","tr_6","59",19181,"O"
52745,1863,"AUT","ct_2","C","OZ","621f","tr_6","59",19557,"O"
52747,526,"CDI","ct_7","N","QB","563a","tr_1","59",2601,"O"
52750,1335,"CDD","ct_8","P","QB","632k","tr_3","59",10172,"O"
52751,1815,"CDI","ct_9","C","CA","636c","tr_3","59",22656,"O"
52753,1862,"CDI","ct_9","C","NZ","691e","tr_1","59",17762,"O"
52759,1900,"CDI","ct_8","C","KZ","461e","tr_6","59",34713,"O"
52763,1038,"CDI","ct_9","P","NZ","526b","tr_1","59",12907,"O"
52766,322,"CDI",NA,"C","PZ","422e",NA,"59",3382,"O"
52767,325,"CDI","ct_9","C","CB","675a","tr_2","59",2820,"O"
52776,861,"AUT","ct_2","N","OZ","335a","tr_5","59",34823,"O"
52778,1820,"CDI","ct_8","C","PZ","421b","tr_2","59",25634,"O"
52780,1820,"CDI","ct_9","C","HZ","643a","tr_1","59",13897,"O"
52782,613,"CDI","ct_8","P","QB","526a","tr_4","62",8170,"O"
52783,1820,"CDI","ct_6","C","FZ","641a","tr_1","59",18955,"O"
52785,177,"TTP","ct_9","C","NZ","676c","tr_1","59",2132,"O"
52793,1652,"CDI","ct_9","C","FZ","621d","tr_2","59",21767,"O"
52796,1820,"CDI","ct_9","C","JC","388a","tr_5","59",52682,"O"
52801,1943,"CDI","ct_9","C","HZ","643a","tr_5","62",19684,"O"
52803,1820,"CDI","ct_3","C","QA","431c","tr_6","59",29563,"O"
52804,1361,"CDI","ct_9","P","KZ","461e","tr_6","59",35117,"O"
52805,1828,"CDI","ct_9","C","DZ","473b","tr_4","76",46749,"O"
52808,184,"CDI",NA,"P","QB","524c",NA,"59",1980,"O"
52810,1799,"CDI","ct_9","C","HZ","676d","tr_3","59",19929,"O"
52813,1820,"CDI","ct_9","C","GZ","374d","tr_2","59",40094,"O"
52816,729,"CDI","ct_9","C","GZ","551a","tr_5","59",4646,"O"
52835,1657,"CDI","ct_9","C","JC","423b","tr_4","59",25718,"O"
52836,2234,"CDI","ct_8","C","PZ","341a","tr_6","59",45096,"O"
52840,112,"CDI","ct_9","C","GZ","463e","tr_0","59",4640,"O"
52848,1820,"CDI","ct_8","C","PZ","421b","tr_2","59",30038,"O"
52849,1820,"CDI","ct_9","C","LZ","376g","tr_2","59",49108,"O"
52850,274,"TTP","ct_9","C","NZ","653a","tr_0","59",3083,"O"
52852,779,"CDI","ct_9","C","HZ","676c","tr_5","59",4539,"O"
52853,1663,"CDI","ct_9","C","GZ","387d","tr_6","59",36572,"O"
52862,2200,"CDI","ct_9","C","NZ","641a","tr_2","59",18917,"O"
52864,1876,"CDI","ct_9","C","MA","388a","tr_2","59",46343,"O"
52867,1393,"CDI","ct_9","C","GZ","643a","tr_1","62",15563,"O"
52870,1778,"CDI","ct_9","C","GZ","543f","tr_5","59",19778,"O"
52875,1820,"AUT","ct_2","C","PZ","421b","tr_2","59",21121,"O"
52877,1820,"CDI","ct_8","C","QB","526d","tr_2","59",21693,"O"
52880,1680,"CDI","ct_9","C","GZ","374d","tr_6","59",35555,"O"
52894,1764,"CDI","ct_9","C","CB","675a","tr_3","59",6186,"O"
52898,1121,"CDI","ct_8","C","RZ","424a","tr_1","59",12479,"O"
52904,1350,"CDI","ct_9","C","QA","526e","tr_4","59",15804,"O"
52908,221,"AUT",NA,"C","TZ","563c",NA,"59",2976,"O"
52910,1825,"CDI","ct_9","C","HZ","451a","tr_3","59",25358,"O"
52921,1308,"CDI","ct_9","C","KZ","461b","tr_1","59",21916,"O"
52925,530,"TTP","ct_9","C","NZ","542a","tr_2","59",7675,"O"
52927,3000,"CDI","ct_7","N","QB","563a","tr_1","59",16523,"O"
52931,1941,"CDI","ct_9","C","CM","477b","tr_6","77",25585,"O"
52938,1820,"CDI","ct_9","C","QA","431a","tr_6","59",32012,"O"
52942,395,"CDI","ct_8","P","RZ","435b","tr_3","59",10294,"O"
52944,1733,"CDI","ct_9","C","GZ","462b","tr_2","59",25622,"O"
52947,1817,"CDI","ct_8","C","PZ","421b","tr_3","59",25842,"O"
52950,1456,"CDI","ct_8","P","PZ","344b","tr_6","59",56914,"O"
52952,379,"CDI","ct_8","P","PZ","422c","tr_2","59",4084,"O"
52954,1668,"TTP","ct_9","C","NZ","674c","tr_1","59",19138,"O"
52962,659,"CDI","ct_8","C","QA","432d","tr_6","62",9884,"O"
52963,1542,"CDI","ct_9","C","HZ","653a","tr_6","59",18649,"O"
52970,1834,"AUT","ct_3","C","QB","431f","tr_4","59",27102,"O"
52973,836,"APP","ct_9","C","FZ","681b","tr_1","59",6588,"A"
52988,1243,"CDI","ct_9","P","DZ","485a","tr_6","59",28243,"O"
52994,1667,"CDI","ct_9","C","HZ","654b","tr_5","59",29456,"O"
52998,1519,"CDI","ct_9","P","NZ","684a","tr_6","62",12491,"O"
53007,1820,"AUT","ct_2","C","OZ","525b","tr_6","59",19364,"O"
53008,1830,"AUT","ct_9","C","CF","475b","tr_6","59",18397,"X"
53010,3000,"CDI","ct_8","C","QB","525d","tr_2","59",33083,"O"
53015,780,"CDI","ct_9","C","CL","673c","tr_6","59",15768,"O"
53016,1820,"CDI","ct_9","C","KZ","388d","tr_3","59",36498,"O"
53022,1603,"CDI","ct_9","C","CL","673c","tr_6","59",21973,"O"
53026,594,"CDD","ct_9","P","GZ","552a","tr_5","62",7046,"O"
53028,2200,"CDI","ct_9","C","JC","388c","tr_6","59",42821,"O"
53030,1243,"CDI","ct_9","P","MA","372d","tr_6","59",27038,"O"
53031,885,"CDI","ct_9","P","IZ","561c","tr_1","59",9265,"O"
53038,1820,"CDI","ct_8","C","QB","434d","tr_3","59",24620,"O"
53039,1466,"CDI","ct_9","C","CG","674a","tr_3","59",15671,"O"
53043,1456,"AUT","ct_3","P","QA","431c","tr_6","59",34797,"O"
53046,147,"CDI",NA,"N","NZ","681b","tr_1","59",1649,"O"
53068,1534,"CDI","ct_9","C","GZ","554e","tr_1","59",15983,"O"
53069,292,"CDI","ct_9","P","EZ","676c","tr_3","59",2145,"O"
53070,540,"CDI","ct_9","C","QA","526e","tr_5","59",4062,"O"
53071,1518,"CDI","ct_9","C","FZ","622c","tr_2","62",15531,"O"
53077,1569,"CDI","ct_9","C","GZ","462d","tr_3","42",23691,"O"
53082,3000,"CDI","ct_7","N","QB","563a","tr_1","59",13604,"O"
53086,863,"CDI","ct_9","C","FZ","632k","tr_1","59",9166,"O"
53087,1818,"AUT","ct_3","C","QA","344c","tr_6","59",24042,"O"
53098,3000,"CDI","ct_7","N","QB","563a","tr_1","59",16411,"O"
53110,1403,"CDI","ct_9","C","CL","628g","tr_6","59",16608,"O"
53113,1538,"CDI","ct_8","C","QA","344a","tr_6","59",64816,"O"
53116,1352,"AUT","ct_8","P","QB","684a","tr_3","59",13579,"X"
53128,1800,"CDI","ct_9","C","CA","652a","tr_5","92",36285,"O"
53133,1820,"CDI","ct_9","C","GZ","373d","tr_2","86",72765,"O"
53135,1820,"CDI","ct_9","N","IZ","333e","tr_2","59",33981,"O"
53140,966,"CDI","ct_7","N","TZ","563c","tr_1","75",6240,"O"
53143,934,"CDI","ct_9","P","KZ","467a","tr_1","59",16872,"O"
53146,1820,"AUT","ct_2","C","QB","563b","tr_3","59",19150,"O"
53149,1423,"CDI","ct_9","N","LZ","463e","tr_1","59",15002,"O"
53154,1673,"CDI","ct_9","C","CL","673c","tr_6","59",27660,"O"
53157,906,"CDI","ct_8","C","PZ","422c","tr_3","59",12129,"O"
53159,848,"AUT","ct_9","P","NZ","684a","tr_5","59",8435,"X"
53161,1705,"CDI","ct_9","P","GZ","551a","tr_4","59",16724,"O"
53163,1820,"CDI","ct_9","C","NZ","543b","tr_4","59",17144,"O"
53166,1820,"AUT","ct_3","C","QA","523d","tr_6","59",18327,"O"
53167,238,"CDI","ct_9","P","GZ","554d","tr_1","59",1909,"O"
53168,1203,"TTP","ct_9","N","NZ","632g","tr_1","59",14169,"O"
53170,1820,"CDI","ct_9","C","KZ","376c","tr_6","59",19734,"O"
53171,1596,"CDI","ct_9","C","FZ","632j","tr_4","62",18383,"O"
53176,291,"AUT","ct_1","P","OZ","523b","tr_6","87",2067,"O"
53179,182,"CDD","ct_2","P","QB","563b","tr_4","59",1511,"O"
53187,916,"CDI","ct_6","P","FZ","543h","tr_1","59",8824,"O"
53191,1410,"CDI","ct_9","C","SZ","562b","tr_1","62",12839,"O"
53192,767,"CDD","ct_9","P","GZ","344d","tr_2","59",14195,"O"
53202,1820,"CDI","ct_9","C","HZ","451a","tr_6","59",22966,"O"
53216,1518,"CDI","ct_9","C","CH","623f","tr_3","62",21779,"O"
53222,1326,"CDI","ct_8","C","QB","526c","tr_3","59",16967,"O"
53230,1614,"CDI","ct_9","C","CM","624d","tr_3","59",15054,"O"
53236,129,"AUT",NA,"N","OZ","523c",NA,"59",1290,"O"
53249,1835,"CDI","ct_6","P","CA","554a","tr_1","59",15405,"O"
53254,560,"CDI","ct_9","P","QA","525d","tr_5","59",9137,"O"
53265,1866,"CDI","ct_8","C","QA","526a","tr_6","59",28171,"O"
53266,1820,"CDI","ct_8","C","PZ","341a","tr_4","59",49256,"O"
53282,1542,"CDI","ct_9","C","HZ","655a","tr_5","59",23841,"O"
53285,1700,"CDI","ct_9","C","HZ","486d","tr_6","59",26316,"O"
53288,948,"CDI","ct_9","C","CM","626b","tr_1","59",20730,"O"
53290,1820,"CDI","ct_9","C","HZ","451a","tr_6","59",22199,"O"
53293,1820,"CDI","ct_8","C","PZ","341a","tr_4","59",36610,"O"
53294,1484,"CDI","ct_9","C","JB","478d","tr_5","62",17593,"O"
53318,1810,"CDI","ct_2","C","EZ","472d","tr_5","59",26149,"O"
53323,1785,"CDI","ct_9","C","CK","623e","tr_4","59",21194,"O"
53325,2477,"CDI","ct_9","C","NZ","477b","tr_6","59",30281,"O"
53328,687,"CDI","ct_9","C","IZ","636d","tr_1","59",7941,"O"
53333,1635,"CDI","ct_9","C","NZ","652a","tr_5","59",15192,"O"
53334,1119,"CDI","ct_9","P","NZ","563c","tr_3","59",11482,"O"
53338,1149,"CDI","ct_9","C","CL","673c","tr_6","59",25877,"O"
53344,1780,"CDI","ct_9","C","KZ","467c","tr_6","59",29741,"O"
53362,652,"CDD","ct_2","P","EZ","621f","tr_4","59",5653,"O"
53363,1664,"CDI","ct_9","C","NZ","684a","tr_4","59",27818,"O"
53364,1849,"CDI","ct_8","C","OZ","545d","tr_6","59",22615,"O"
53367,1813,"CDI","ct_9","C","GZ","643a","tr_5","59",17257,"O"
53372,1888,"CDI","ct_1","C","MB","451e","tr_5","80",30635,"O"
53373,2203,"CDI","ct_9","C","HZ","388a","tr_5","59",38347,"O"
53375,1927,"CDI","ct_9","C","MA","461b","tr_3","02",30678,"O"
53379,497,"CDI","ct_9","C","GZ","374d","tr_1","59",37460,"O"
53386,1820,"CDI","ct_9","C","JC","388a","tr_5","59",21240,"O"
53393,1820,"CDI","ct_9","C","KZ","374c","tr_6","59",56507,"O"
53394,1928,"CDI","ct_9","C","JA","388a","tr_5","44",48120,"O"
53407,1309,"AUT","ct_9","C","CK","543e","tr_6","59",11446,"X"
53412,1547,"CDI","ct_8","P","PZ","422c","tr_5","59",17610,"O"
53413,1764,"CDI","ct_9","C","HZ","543f","tr_4","59",25304,"O"
53416,1391,"CDI","ct_9","C","IZ","636d","tr_1","59",11289,"O"
53423,1462,"CDI","ct_8","C","SZ","543f","tr_3","59",23823,"O"
53425,1156,"CDI","ct_9","P","IZ","561d","tr_3","59",11460,"O"
53426,1820,"CDI","ct_8","C","PZ","341a","tr_4","59",28007,"O"
53429,724,"CDI","ct_9","C","RZ","534a","tr_5","59",6173,"O"
53430,1823,"CDI","ct_9","C","GZ","551a","tr_6","59",21912,"O"
53439,1493,"CDI","ct_8","P","PZ","525b","tr_5","59",12196,"O"
53441,1841,"CDI","ct_9","C","HZ","655a","tr_3","59",17958,"O"
53442,2092,"CDI","ct_9","C","QA","526e","tr_2","59",20025,"O"
53445,1639,"CDI","ct_9","C","MA","388c","tr_6","59",23772,"O"
53456,1169,"CDI","ct_9","P","QB","563b","tr_4","59",10831,"O"
53457,1712,"CDI","ct_9","C","GZ","542a","tr_2","59",18210,"O"
53460,3000,"CDI","ct_7","N","QB","563a","tr_1","59",12441,"O"
53463,1834,"CDI","ct_9","C","GZ","462b","tr_4","59",25597,"O"
53464,1820,"CDI","ct_9","C","FZ","382c","tr_2","59",46702,"O"
53474,1432,"CDI","ct_8","C","OZ","541b","tr_4","59",17175,"O"
53477,197,"CDD","ct_9","P","HZ","643a","tr_1","59",1666,"O"
53478,1412,"CDI","ct_9","C","FZ","481a","tr_3","62",28968,"O"
53480,1820,"AUT","ct_3","C","QA","431f","tr_6","59",28285,"O"
53482,1487,"CDI","ct_9","C","IZ","561d","tr_2","59",9770,"O"
53484,2234,"CDI","ct_8","C","PZ","341a","tr_6","59",42402,"O"
53485,1832,"CDI","ct_9","C","HZ","333c","tr_3","59",32718,"O"
53489,1468,"CDI","ct_9","C","HZ","652a","tr_5","62",14723,"O"
53493,1744,"CDI","ct_9","C","GZ","652a","tr_5","59",23801,"O"
53516,872,"CDI","ct_8","P","QB","525d","tr_6","59",7487,"O"
53520,1674,"CDI","ct_8","C","KZ","388b","tr_6","59",35877,"O"
53521,1743,"CDI","ct_9","C","FZ","621e","tr_3","71",19457,"O"
53527,1752,"CDI","ct_9","C","KZ","467a","tr_6","59",19667,"O"
53553,1820,"CDD","ct_1","C","PZ","422a","tr_3","62",22001,"O"
53566,1820,"CDI","ct_9","C","GZ","543b","tr_1","62",34573,"O"
53567,1820,"CDI","ct_8","P","SZ","534a","tr_1","59",26467,"O"
53569,1747,"CDI","ct_9","C","GZ","461d","tr_5","59",19448,"O"
53573,1820,"AUT","ct_8","C","QB","675b","tr_6","59",9985,"O"
53589,2121,"CDI","ct_9","C","KZ","467a","tr_5","59",30006,"O"
53592,665,"CDI","ct_9","C","HZ","641a","tr_3","59",11859,"O"
53596,1406,"CDI","ct_9","C","IZ","561c","tr_1","59",14881,"O"
53601,1640,"CDI","ct_9","C","FZ","634b","tr_2","59",18710,"O"
53616,1718,"CDI","ct_9","C","NZ","388c","tr_6","59",22102,"O"
53630,1778,"CDI","ct_9","C","GZ","462c","tr_5","59",19250,"O"
53637,1830,"CDI","ct_9","C","GZ","551a","tr_6","59",23251,"O"
53647,1375,"CDI","ct_9","C","CH","623g","tr_1","59",18147,"O"
53652,1853,"CDI","ct_3","C","QA","432b","tr_6","59",32507,"O"
53653,910,"CDI","ct_8","C","KZ","545d","tr_5","59",11121,"O"
53659,297,"CDI",NA,"C","NZ","684a","tr_2","59",2192,"O"
53661,1569,"CDI","ct_9","C","GZ","554g","tr_4","59",17130,"O"
53666,1722,"CDI","ct_9","C","MA","388c","tr_6","59",29795,"O"
53675,419,"CDI","ct_9","P","IZ","636d","tr_2","59",3951,"O"
53676,1305,"CDI","ct_8","P","PZ","421b","tr_5","59",22297,"O"
53678,1736,"CDI","ct_9","C","JA","374d","tr_5","75",44306,"O"
53679,1773,"CDI","ct_9","C","HZ","474b","tr_6","59",31512,"O"
53682,1820,"CDI","ct_9","C","FZ","632f","tr_2","59",27662,"O"
53693,1820,"AUT","ct_1","C","OZ","472b","tr_2","59",25478,"O"
53695,189,"TTP","ct_9","C","NZ","478c","tr_2","59",1931,"O"
53700,1311,"CDI","ct_9","C","MC","374d","tr_4","59",17947,"O"
53702,1729,"APP","ct_9","C","GZ","554g","tr_3","59",18482,"A"
53707,910,"CDI","ct_8","P","QB","526d","tr_6","59",8558,"O"
53711,1820,"CDI","ct_3","C","QA","523d","tr_6","59",18419,"O"
53714,843,"AUT","ct_2","P","OZ","524c","tr_6","59",6594,"X"
53719,432,"CDI","ct_8","C","QA","461b","tr_2","59",25797,"O"
53720,1820,"CDI","ct_8","C","PZ","341a","tr_5","59",33076,"O"
53725,1820,"CDI","ct_8","C","PZ","341a","tr_4","59",49265,"O"
53726,2200,"CDI","ct_9","C","HZ","641a","tr_6","21",24841,"O"
53728,1113,"CDI","ct_8","C","OZ","543b","tr_6","59",26316,"O"
53733,1764,"CDI","ct_9","C","NZ","534a","tr_5","62",11351,"O"
53735,1566,"CDI","ct_9","C","CL","624c","tr_6","59",27532,"O"
53740,1105,"CDI","ct_9","P","QB","563b","tr_5","59",9300,"O"
53747,1679,"CDI","ct_8","C","QB","434d","tr_4","59",25418,"O"
53757,988,"CDI","ct_6","P","QA","526b","tr_1","59",17742,"O"
53769,528,"APP","ct_9","C","FZ","632j","tr_2","59",7336,"A"
53775,1297,"CDI","ct_9","P","HZ","643a","tr_4","62",15489,"O"
53781,1557,"CDI","ct_9","C","CL","624b","tr_6","59",21271,"O"
53788,1771,"CDI","ct_9","C","GZ","374b","tr_3","62",31007,"O"
53794,1833,"CDI","ct_8","C","QB","526d","tr_4","59",27153,"O"
53795,811,"CDI","ct_9","C","GZ","554e","tr_1","59",11482,"O"
53796,1820,"CDI","ct_8","C","PZ","421b","tr_2","59",21727,"O"
53797,1820,"CDI","ct_8","C","PZ","421b","tr_2","59",25661,"O"
53799,1916,"CDI","ct_8","C","PZ","341b","tr_4","62",51985,"O"
53806,882,"CDI","ct_9","P","MC","543g","tr_1","59",10461,"O"
53813,777,"CDI","ct_7","N","QB","563b","tr_1","59",6527,"O"
53820,354,"CDD",NA,"C","QB","563b",NA,"59",2797,"O"
53821,1813,"CDI","ct_9","C","JC","388a","tr_3","59",29180,"O"
53828,1554,"CDI","ct_9","C","GZ","462e","tr_2","59",18916,"O"
53830,2047,"CDI","ct_8","C","PZ","462e","tr_3","59",33080,"O"
53831,1825,"CDI","ct_9","C","KZ","467a","tr_6","59",25615,"O"
53841,1639,"CDI","ct_9","C","NZ","372b","tr_4","59",76260,"O"
53847,1842,"AUT","ct_2","C","QB","524c","tr_3","59",16516,"O"
53851,1800,"CDI","ct_8","C","PZ","525a","tr_2","59",17756,"O"
53855,530,"AUT","ct_1","P","PZ","422e","tr_5","59",5655,"O"
53864,1820,"CDI","ct_8","C","PZ","421b","tr_2","59",28230,"O"
53870,1820,"CDI","ct_9","C","NZ","555a","tr_5","59",24776,"O"
53873,1690,"AUT","ct_3","C","QA","525d","tr_6","59",15342,"X"
53876,1779,"CDI","ct_9","C","JB","478d","tr_5","59",23235,"O"
53879,1820,"AUT","ct_2","C","OZ","525b","tr_6","59",19146,"O"
53886,170,"CDI",NA,"C","TZ","563c",NA,"59",1779,"O"
53893,1300,"CDI","ct_9","C","CA","674c","tr_2","59",14892,"O"
53897,1820,"CDI","ct_9","C","FZ","373d","tr_1","59",27988,"O"
53898,595,"CDI","ct_6","P","HZ","543b","tr_2","59",5007,"O"
53899,1820,"CDI","ct_8","C","QB","434a","tr_4","59",45062,"O"
53906,202,"CDI","ct_9","P","CA","636a","tr_2","59",1876,"O"
53909,1455,"CDI","ct_3","P","QA","332b","tr_6","59",29133,"O"
53911,1824,"CDI","ct_9","C","KZ","467a","tr_1","59",47114,"O"
53919,1522,"CDI","ct_9","C","CM","673c","tr_6","40",27973,"O"
53922,277,"TTP","ct_9","C","NZ","676b","tr_1","72",2075,"O"
53923,1472,"CDI","ct_9","C","IZ","561c","tr_3","59",10777,"O"
53925,1484,"CDI","ct_9","C","FZ","382a","tr_5","59",52120,"O"
53926,1517,"CDI","ct_9","C","HZ","676c","tr_6","59",12395,"O"
53931,1189,"TTP","ct_9","C","NZ","543g","tr_0","59",13708,"O"
53932,1455,"AUT","ct_3","P","QB","431f","tr_5","59",24747,"O"
53935,1680,"CDI","ct_9","C","GZ","374b","tr_6","59",48513,"O"
53939,1491,"CDI","ct_9","C","CH","384b","tr_2","62",66264,"O"
53947,1577,"CDI","ct_8","C","SZ","434g","tr_2","59",22409,"O"
53950,512,"CDI","ct_9","C","MC","543f","tr_2","31",4862,"O"
53954,1579,"CDI","ct_7","N","QB","563a","tr_1","59",4006,"O"
53955,1920,"CDI","ct_9","C","CA","628b","tr_5","59",39774,"O"
53969,1778,"CDI","ct_9","C","GZ","374a","tr_1","62",48577,"O"
53979,1431,"CDI","ct_9","C","MC","465a","tr_1","59",19111,"O"
53980,1820,"CDI","ct_9","C","LZ","375b","tr_5","59",44398,"O"
53982,1820,"CDI","ct_8","C","PZ","341a","tr_3","59",33170,"O"
53987,906,"CDI","ct_8","P","QB","435b","tr_3","59",8546,"O"
53988,1943,"CDI","ct_9","C","QB","525d","tr_3","59",21207,"O"
53989,955,"CDI","ct_8","P","QB","525d","tr_3","59",10239,"O"
53995,1664,"CDI","ct_9","C","GZ","553c","tr_2","59",16083,"O"
53997,1880,"CDI","ct_9","C","CL","387c","tr_6","59",37944,"O"
54000,1876,"CDI","ct_9","C","HZ","546c","tr_3","59",19187,"O"
54004,1734,"CDI","ct_9","C","KZ","376e","tr_3","59",41559,"O"
54013,468,"CDI","ct_8","P","QB","525d","tr_3","59",4644,"O"
54019,577,"CDI","ct_8","C","QB","525d","tr_6","59",8623,"O"
54029,1701,"CDI","ct_9","C","MA","387c","tr_6","59",67501,"O"
54037,1821,"CDI","ct_8","C","QB","685a","tr_3","59",17233,"O"
54039,1787,"CDI","ct_9","C","CE","484a","tr_5","59",31792,"O"
54040,1813,"CDI","ct_9","C","FZ","632f","tr_1","59",19100,"O"
54041,646,"TTP","ct_9","C","NZ","546c","tr_3","59",7667,"O"
54044,262,"CDI",NA,"C","TZ","563c",NA,"59",2442,"O"
54046,1475,"CDI","ct_8","P","QA","461d","tr_4","59",30787,"O"
54053,1095,"CDI","ct_9","C","NZ","534a","tr_5","62",8940,"O"
54061,1249,"CDI","ct_9","P","KZ","545c","tr_5","59",22089,"O"
54070,1820,"CDI","ct_9","C","QA","433d","tr_6","59",22422,"O"
54076,475,"CDI","ct_9","P","IZ","561d","tr_3","60",4188,"O"
54088,1323,"CDI","ct_9","C","FZ","632a","tr_2","93",9112,"O"
54091,1743,"CDI","ct_9","C","MA","543g","tr_3","60",29374,"O"
54092,1834,"CDI","ct_9","C","CH","621a","tr_6","45",20393,"O"
54096,1059,"TTP","ct_9","C","NZ","676c","tr_1","60",14959,"O"
54103,2562,"CDI","ct_9","C","NZ","534a","tr_5","92",25157,"O"
54104,1674,"CDI","ct_9","C","GZ","553c","tr_5","60",21072,"O"
54121,1810,"CDI","ct_9","C","GZ","554f","tr_2","93",35678,"O"
54123,1937,"CDI","ct_9","C","NZ","374d","tr_1","60",47088,"O"
54124,647,"CDI",NA,"C","OZ","621f",NA,"60",4245,"O"
54126,1820,"CDI","ct_8","C","QB","434a","tr_5","60",39534,"O"
54130,1924,"CDI","ct_9","C","HZ","655a","tr_6","95",32595,"O"
54135,1617,"CDI","ct_9","C","HZ","466c","tr_6","75",43639,"O"
54142,1078,"CDI","ct_9","C","NZ","676c","tr_1","01",12992,"O"
54147,1356,"CDI","ct_9","C","IZ","468a","tr_6","77",13284,"O"
54152,1452,"CDI","ct_9","C","CF","674a","tr_6","60",18022,"O"
54156,792,"CDI","ct_9","C","HZ","676c","tr_5","77",8351,"O"
54162,1960,"CDD","ct_9","C","QB","526a","tr_4","60",22621,"O"
54168,1778,"CDI","ct_9","C","CH","674d","tr_6","60",16307,"O"
54181,805,"CDI","ct_9","C","CC","627f","tr_1","60",7533,"O"
54187,1680,"CDI","ct_9","C","HZ","676d","tr_5","60",19643,"O"
54193,257,"CDI",NA,"C","OZ","524c",NA,"60",2493,"O"
54194,1637,"CDI","ct_9","C","HZ","634c","tr_4","60",27185,"O"
54199,1701,"CDI","ct_9","C","NZ","684a","tr_5","75",14476,"O"
54200,810,"CDI","ct_3","P","QA","525d","tr_6","60",8279,"O"
54204,3000,"CDI","ct_7","N","QB","563a","tr_1","60",15306,"O"
54209,1819,"CDI","ct_9","C","GZ","552a","tr_6","95",20319,"O"
54212,1432,"CDI","ct_9","C","CI","474c","tr_6","95",35989,"O"
54214,2033,"CDI","ct_9","C","GZ","636a","tr_1","60",22143,"O"
54215,1884,"CDI","ct_9","P","NZ","684a","tr_3","60",16491,"O"
54217,1820,"CDI","ct_9","C","MC","543g","tr_3","93",18779,"O"
54221,1107,"CDI","ct_9","P","NZ","684a","tr_6","60",9001,"A"
54228,1280,"CDI","ct_9","C","FZ","632a","tr_1","60",7014,"O"
54229,1734,"CDI","ct_8","C","QB","434a","tr_3","60",18387,"O"
54232,2342,"CDI","ct_9","P","GZ","551a","tr_1","60",22627,"O"
54237,1884,"CDI","ct_9","C","CA","462c","tr_5","69",38003,"O"
54240,1505,"AUT","ct_9","C","GZ","553b","tr_2","60",15250,"X"
54243,429,"CDI",NA,"C","QB","525d",NA,"60",4945,"O"
54245,3000,"CDI","ct_7","N","QB","563a","tr_0","60",10356,"O"
54254,1705,"CDI","ct_9","C","CK","374c","tr_6","59",58386,"O"
54258,1980,"CDI","ct_9","C","CE","625c","tr_4","60",20458,"O"
54262,1820,"CDI","ct_1","C","JA","523b","tr_6","75",38632,"O"
54263,1274,"AUT","ct_9","P","HZ","521a","tr_4","60",13704,"O"
54264,2249,"CDI","ct_8","C","MA","526a","tr_5","60",28030,"O"
54268,1456,"CDI","ct_1","P","PZ","523b","tr_6","60",14003,"O"
54270,832,"CDI","ct_9","P","PZ","423b","tr_1","75",9149,"O"
54280,1910,"CDI","ct_9","C","GZ","636a","tr_1","80",22899,"O"
54289,1714,"CDI","ct_9","C","NZ","534a","tr_5","60",16385,"O"
54291,1863,"CDI","ct_5","C","HZ","628b","tr_6","75",29086,"O"
54295,2141,"CDI","ct_9","C","NZ","684a","tr_5","60",23970,"O"
54303,878,"CDI","ct_8","P","QB","424a","tr_3","60",11485,"O"
54313,1561,"CDI","ct_9","C","GZ","374a","tr_1","95",67957,"O"
54318,1823,"CDI","ct_9","C","MA","621a","tr_2","95",20249,"O"
54320,1429,"CDI","ct_9","C","HZ","676a","tr_1","93",15104,"O"
54329,359,"AUT","ct_9","C","KZ","475b","tr_4","62",1822,"X"
54332,1820,"CDI","ct_1","C","PZ","523b","tr_6","60",16024,"O"
54335,1820,"CDI","ct_8","C","QB","525d","tr_3","60",22393,"O"
54342,1821,"CDI","ct_9","C","GZ","372c","tr_6","95",61610,"O"
54344,133,"CDI",NA,"C","NZ","676e","tr_4","60",1148,"O"
