PRIMARY_KEY,ECO_SECT,LAST_DEP,Job_dep,job_desc,TYPE_OF_CONTRACT,job_category,Work_condition,company_category,Working_hours,employee_count
41237,"NZ","95","93","684a","CDI","O","P","ct_9",1051,"tr_1"
41238,"GZ","33","93","462b","CDI","O","C","ct_9",1820,"tr_5"
41246,"SZ","67","67","563c","CDI","O","P","ct_9",229,"tr_2"
41249,"SZ","28","75","373b","CDI","O","C","ct_8",133,"tr_1"
41251,"PZ","22","22","422e","CDI","O","C","ct_8",1820,"tr_5"
41258,"CA","42","42","387a","CDI","O","C","ct_9",763,"tr_6"
41259,"FZ","77","75","632b","CDI","O","C","ct_9",1820,"tr_1"
41267,"FZ",NA,NA,"671a","CDI","O","C","ct_9",1859,"tr_2"
41272,"HZ","91","91","676c","CDI","O","C","ct_9",1993,"tr_6"
41274,"HZ","06","06","541d","CDI","O","C","ct_9",2176,"tr_6"
41275,"HZ","69","69","466b","CDI","O","C","ct_9",1832,"tr_3"
41316,"NZ","17","17","684a","CDI","O","P","ct_9",1331,"tr_5"
41319,"OZ","61","49","524a","CDI","O","C","ct_1",1820,"tr_6"
41320,"HZ","02","02","451a","CDI","O","C","ct_9",1820,"tr_3"
41331,"OZ","59","59","621f","CDI","O","P",NA,176,NA
41333,"FZ","38","38","632a","CDI","O","C","ct_9",1272,"tr_1"
41346,"HZ","86","86","451a","CDI","O","P","ct_9",1274,"tr_3"
41375,"QB","69","69","563b","CDI","O","C","ct_8",1207,"tr_3"
41389,"JA","75","75","478b","CDI","O","C","ct_9",1778,"tr_3"
41391,"QB","69","69","543g","CDI","O","C","ct_8",1815,"tr_2"
41396,"NZ","13","13","684a","CDI","O","P","ct_9",1288,"tr_6"
41399,"NZ","95","92","543g","CDI","O","C","ct_9",1924,"tr_3"
41403,"PZ","78","95","525b","CDI","O","C","ct_8",1820,"tr_4"
41442,"QB","71","71","525d","CDI","O","P","ct_8",1140,"tr_2"
41469,"HZ","67","67","655a","CDI","O","C","ct_9",1232,"tr_5"
41496,"IZ","93","93","636d","CDI","O","C","ct_9",885,"tr_3"
41501,"HZ","76","76","451a","CDI","O","C","ct_9",1820,"tr_3"
41505,"CI","29","29","473b","CDI","O","C","ct_9",924,"tr_6"
41510,"GZ",NA,NA,"487a","CDI","O","C","ct_9",1012,"tr_5"
41513,"GZ",NA,NA,"634c","CDI","O","C","ct_9",1653,"tr_3"
41524,"QA","29","29","526a","CDI","O","C","ct_9",1572,"tr_6"
41527,"OZ","06","06","461f","CDI","O","C","ct_1",1831,"tr_4"
41537,"GZ","47","47","676c","CDI","O","C","ct_9",1898,"tr_4"
41543,"OZ","54","57","524b","CDI","O","C",NA,174,NA
41557,"OZ","06","06","388a","CDI","O","C","ct_4",1786,"tr_4"
41564,"HZ","47","47","451a","CDI","O","C","ct_9",1825,"tr_4"
41567,"PZ","60","60","523b","CDI","O","C","ct_1",1820,"tr_6"
41568,"CJ","58","58","674e","CDI","O","P","ct_9",466,"tr_4"
41572,"QB","31","31","461c","CDI","O","C","ct_8",1820,"tr_5"
41574,"OZ","91","75","531a","AUT","O","C","ct_1",1820,"tr_6"
41578,"SZ","06","06","542a","CDI","O","P","ct_9",998,"tr_1"
41584,"QB","54","57","563b","CDI","O","P","ct_8",2352,"tr_5"
41589,"CJ","72","72","477b","CDI","O","C","ct_9",1821,"tr_2"
41594,"TZ","44","44","563c","CDI","O","C",NA,997,NA
41595,"KZ","64","64","467a","CDI","O","C","ct_9",1820,"tr_1"
41607,"OZ",NA,NA,"621f","CDI","O","C","ct_2",1814,"tr_6"
41608,"QB","95","95","479b","CDI","O","C","ct_8",1759,"tr_3"
41624,"CG","19","19","625c","CDI","O","C","ct_9",993,"tr_4"
41629,"MA","92","92","634c","CDI","O","C","ct_9",1079,"tr_1"
41631,"DZ","71","71","486b","CDI","O","P","ct_9",988,"tr_4"
41642,"CF","45","45","477b","CDI","O","C","ct_9",910,"tr_6"
41643,"TZ","06","06","563c","CDI","O","N","ct_7",831,"tr_0"
41644,"HZ","68","68","451a","CDI","O","C","ct_9",607,"tr_2"
41657,"QB","92","92","526d","CDI","O","C","ct_8",2751,"tr_3"
41658,"QB","67","67","434a","CDI","O","C","ct_8",1946,"tr_4"
41659,"MB","92","92","342g","CDI","O","C","ct_5",1830,"tr_6"
41677,"QB","94","94","525d","CDI","O","P","ct_8",1962,"tr_4"
41682,"OZ","71","71","563b","AUT","O","P","ct_2",1201,"tr_3"
41694,"QB","44","44","563b","CDI","O","P","ct_8",659,"tr_5"
41700,"QA","18","18","526e","CDI","O","C","ct_9",1875,"tr_1"
41705,"QB","31","31","563b","CDI","O","P","ct_8",1541,"tr_6"
41706,"KZ","76","76","467c","CDI","O","C","ct_9",1582,"tr_5"
41717,"QB","72","72","563b","CDD","O","P","ct_2",1623,"tr_3"
41728,"JA","60","78","388a","CDI","O","C","ct_9",1343,"tr_6"
41731,"QB","19","19","526d","CDI","O","C","ct_8",1820,"tr_3"
41733,"MB","33","33","342g","CDI","O","C","ct_5",2080,"tr_6"
41739,"OZ","78","49","524a","CDI","O","C","ct_1",1820,"tr_6"
41744,"JA","78","75","643a","CDI","O","C","ct_8",1730,"tr_5"
41751,"QB","76","76","434a","CDI","O","C","ct_8",2124,"tr_4"
41756,"SZ","78","75","373d","CDI","O","C","ct_8",1694,"tr_1"
41774,"KZ","35","35","376e","CDI","O","C","ct_9",1820,"tr_3"
41775,"FZ","02","60","633d","CDI","O","C","ct_9",1624,"tr_3"
41778,"QA","13","13","525d","CDI","O","C","ct_9",512,"tr_4"
41780,"JA",NA,NA,"541c","CDI","O","P","ct_9",325,"tr_1"
41783,"GZ","06","06","551a","CDD","O","P","ct_9",541,"tr_1"
41788,"GZ","69","69","462e","CDI","O","N","ct_9",1822,"tr_3"
41789,"NZ","13","13","534b","CDI","O","C","ct_9",1760,"tr_5"
41795,"IZ","34","34","561d","AUT","X","P","ct_9",804,"tr_1"
41797,"CK","54","54","624c","CDI","O","C","ct_9",2056,"tr_3"
41808,"QB","51","51","563b","CDI","O","P","ct_9",1410,"tr_2"
41816,"KZ","45","45","545c","CDI","O","P","ct_9",1407,"tr_1"
41832,"QB","62","62","543g","CDI","O","C","ct_8",884,"tr_0"
41833,"PZ","66","66","423a","CDI","O","C","ct_9",1568,"tr_1"
41834,"GZ","27","27","475b","CDI","O","C","ct_9",1834,"tr_5"
41853,"HZ","77","75","642b","CDI","O","P","ct_9",388,"tr_6"
41860,"QA","78","78","431f","CDI","O","P","ct_9",759,"tr_4"
41861,"SZ","30","30","543g","CDI","O","P","ct_8",838,"tr_1"
41875,"HZ","76","76","641b","CDI","O","C","ct_9",1252,"tr_5"
41877,"PZ","56","44","421a","CDI","O","P","ct_8",607,"tr_2"
41883,"CA","29","29","674b","CDI","O","C","ct_9",1536,"tr_6"
41884,"HZ","94","75","461d","CDI","O","P","ct_9",728,"tr_6"
41886,"IZ","92","92","561d","CDI","O","C","ct_9",1365,"tr_1"
41897,"QB","75","75","563a","AUT","O","P",NA,399,NA
41903,"JB","83","83","554g","AUT","O","C","ct_9",1750,"tr_5"
41914,"GZ","92","92","461b","CDI","O","C","ct_9",1820,"tr_6"
41917,"OZ","06","06","373b","CDI","O","C","ct_8",1511,"tr_6"
41922,"QA","10","10","526a","CDI","O","C",NA,140,NA
41931,"QB","67","67","525d","CDI","O","C","ct_8",1752,"tr_4"
41932,"GZ","73","74","463c","CDI","O","C","ct_9",1706,"tr_3"
41935,"QB","13","13","526a","CDI","O","P","ct_8",400,"tr_2"
41941,"NZ","94","93","684a","CDI","O","C","ct_9",2578,"tr_4"
41942,"PZ","13","13","422d","CDI","O","C","ct_8",1780,"tr_4"
41944,"HZ","13","13","534a","CDI","O","C","ct_9",900,"tr_6"
41945,"QB","83","83","526a","CDI","O","C",NA,141,NA
41947,"IZ","78","78","561d","CDI","O","P","ct_9",1255,"tr_1"
41949,"HZ","93","93","466b","CDI","O","C","ct_9",1938,"tr_3"
41960,"CH","66","66","632j","CDI","O","C","ct_9",1493,"tr_2"
41961,"QA","07","07","433a","CDI","O","C","ct_9",1834,"tr_1"
41962,"GZ","77","95","479b","CDI","O","C","ct_9",1473,"tr_1"
41964,"QB","18","18","563b","CDI","O","P","ct_8",1551,"tr_5"
41982,"CB","64","64","461d","CDI","O","C","ct_9",1792,"tr_4"
41984,"QA","35","35","632k","CDD","O","C","ct_3",871,"tr_6"
41985,"NZ","59","59","534a","CDI","O","P","ct_9",603,"tr_3"
41990,"PZ","85","44","422b","CDI","O","P","ct_8",1602,"tr_6"
41994,"PZ","69","69","451e","CDI","O","C","ct_1",1820,"tr_5"
41997,"GZ","06","06","636a","CDI","O","C","ct_9",1445,"tr_1"
41998,"QA","29","29","525d","CDI","O","C","ct_8",1820,"tr_5"
42013,"QA","83","83","526e","CDI","O","C","ct_9",2200,"tr_3"
42020,"HZ","77","77","641b","CDI","O","C","ct_9",1506,"tr_6"
42025,"RZ","75","27","465b","CDI","O","C",NA,203,NA
42033,"IZ","56","56","561f","AUT","O","P",NA,371,NA
42037,"GZ","78","95","543h","CDI","O","C","ct_9",1062,"tr_1"
42039,"MA","44","44","541d","CDI","O","C","ct_9",1771,"tr_3"
42042,"QA","13","13","526b","CDI","O","C","ct_8",1183,"tr_1"
42043,"QB","78","78","526a","CDI","O","C","ct_9",1804,"tr_4"
42047,"HZ","94","94","655a","CDI","O","C","ct_9",1401,"tr_6"
42053,"MA","13","13","542a","CDI","O","P","ct_9",1617,"tr_1"
42054,"FZ","31","31","481b","CDI","O","C","ct_9",1730,"tr_1"
42066,"CA","57","57","543g","CDI","O","C","ct_9",495,"tr_6"
42075,"QA","54","54","461b","CDI","O","C",NA,260,NA
42079,"GZ","42","42","653a","CDI","O","C","ct_9",1799,"tr_1"
42084,"OZ","77","94","523b","AUT","O","C","ct_1",1820,"tr_6"
42088,"GZ","66","66","553c","CDI","O","C","ct_9",1377,"tr_6"
42092,"CJ","38","38","622a","CDI","O","C","ct_9",1392,"tr_4"
42100,"NZ","38","38","684a","CDI","O","C","ct_6",1820,"tr_2"
42110,"PZ","92","94","342d","CDI","O","C","ct_8",1820,"tr_5"
42115,"CF","27","76","477b","CDI","O","C","ct_9",1860,"tr_6"
42116,"OZ","92","75","332a","CDI","O","C",NA,152,NA
42117,"QB","62","62","563a","CDI","O","N","ct_7",1604,"tr_1"
42119,"JA","73","73","543b","CDI","O","C","ct_9",2200,"tr_3"
42120,"CA","53","53","625f","CDI","O","C","ct_9",1655,"tr_5"
42133,"MA","50","50","425a","CDI","O","P","ct_9",1439,"tr_5"
42142,"QB","59","59","541b","CDI","O","P","ct_8",394,"tr_2"
42153,"HZ","13","13","542b","CDI","O","P","ct_5",312,"tr_6"
42170,"HZ","93","93","641a","CDI","O","C","ct_9",1771,"tr_5"
42173,"QA","50","50","525d","CDI","O","C","ct_8",1820,"tr_6"
42174,"GZ","91","91","551a","CDI","O","C","ct_9",1387,"tr_5"
42188,"MC","89","89","643a","CDI","O","P","ct_9",1568,"tr_3"
42191,"CG","63","63","478c","CDI","O","C","ct_9",1574,"tr_6"
42195,"OZ","83","83","524c","CDI","O","P","ct_4",1248,"tr_1"
42199,"NZ","94","93","684a","CDI","O","C","ct_9",1811,"tr_6"
42203,"HZ","93","93","543h","CDI","O","C","ct_9",1650,"tr_6"
42205,"CC","56","22","641a","CDI","O","C","ct_9",1116,"tr_3"
42212,"CA","85","85","674c","CDI","O","P","ct_9",1498,"tr_6"
42213,"CC","62","62","627d","CDI","O","C","ct_9",1692,"tr_1"
42222,"FZ","72","72","632d","CDI","O","C","ct_9",386,"tr_1"
42233,"MB","78","75","433a","CDI","O","C","ct_8",1970,"tr_6"
42243,"HZ","93","92","333c","CDI","O","C","ct_9",1890,"tr_6"
42252,"HZ","76","76","466b","CDI","O","C","ct_9",1687,"tr_4"
42257,"QA","69","69","526e","CDI","O","C","ct_9",2224,"tr_0"
42259,"OZ","63","63","461f","CDI","O","C","ct_1",1820,"tr_3"
42264,"QB","34","34","526d","CDI","O","C","ct_8",1955,"tr_4"
42271,"SZ","93","75","525d","CDI","O","C","ct_8",2943,"tr_1"
42272,"TZ","24","24","563c","CDI","O","P",NA,227,NA
42284,"CB","07","07","485b","CDI","O","C","ct_9",1471,"tr_6"
42285,"GZ","09","09","682a","CDD","O","P","ct_9",174,"tr_1"
42289,"QB","26","26","461f","CDI","O","C","ct_8",1722,"tr_5"
42301,"RZ","75","78","333e","CDI","O","C","ct_1",1820,"tr_4"
42323,"GZ","11","11","462b","CDI","O","C","ct_9",1915,"tr_2"
42352,"CJ","46","46","653a","CDI","O","C","ct_9",1903,"tr_6"
42358,"OZ","59","62","543g","CDI","O","C","ct_1",1820,"tr_5"
42371,"HZ","31","31","643a","CDI","O","C","ct_9",1823,"tr_4"
42384,"FZ","58","58","632d","CDI","O","C","ct_9",486,"tr_1"
42397,"CH","64","64","623f","CDI","O","C","ct_9",1256,"tr_6"
42398,"NZ","76","76","684a","CDD","O","P","ct_9",499,"tr_5"
42401,"QA","33","33","526a","CDI","O","C","ct_9",1834,"tr_6"
42405,"MC","50","50","643a","CDI","O","P",NA,377,NA
42414,"QA","65","65","525d","CDI","O","C","ct_9",2624,"tr_5"
42415,"HZ","69","39","641a","CDI","O","C","ct_9",1923,"tr_2"
42417,"OZ","03","03","523c","AUT","O","C","ct_2",1820,"tr_6"
42423,"EZ","10","10","684b","CDI","O","C","ct_9",1464,"tr_3"
42426,"PZ","67","67","523b","AUT","O","C","ct_1",1517,"tr_5"
42429,"OZ","93","93","461f","CDI","O","C","ct_1",1820,"tr_6"
42430,"CL","33","33","474c","CDI","O","C","ct_9",1954,"tr_6"
42439,"QA","92","75","431f","CDI","O","C","ct_9",1818,"tr_2"
42463,"HZ","67","67","451a","CDI","O","C","ct_9",1823,"tr_4"
42466,"QB","44","44","526a","CDI","O","P","ct_8",189,"tr_4"
42471,"JA","92","75","371a","CDI","O","C","ct_9",1885,"tr_6"
42475,"CC","68","68","627f","CDI","O","C","ct_9",1683,"tr_5"
42496,"CL","36","36","628g","CDI","O","C","ct_9",1406,"tr_6"
42504,"GZ","13","13","554a","CDI","O","C","ct_9",1820,"tr_6"
42518,"CG","27","27","626b","CDI","O","C","ct_9",369,"tr_6"
42531,"GZ","47","47","635a","CDI","O","P","ct_9",702,"tr_1"
42533,"CA","10","10","484a","CDI","O","C","ct_9",1820,"tr_6"
42550,"QB","34","34","563a","CDI","O","N","ct_7",2478,"tr_1"
42571,"NZ","93","75","684a","CDI","O","P","ct_9",606,"tr_6"
42584,"PZ","67","67","451e","CDI","O","C","ct_1",1820,"tr_3"
42591,"QA","01","01","525d","CDI","O","C","ct_8",1517,"tr_5"
42594,"QB","31","31","563b","CDI","O","N","ct_7",170,"tr_0"
42597,"CA","16","16","380a","CDI","O","C","ct_9",1547,"tr_3"
42624,"QA","63","63","526b","CDI","O","P","ct_9",1206,"tr_1"
42629,"BZ",NA,NA,"628g","CDI","O","C","ct_9",1932,"tr_1"
42636,"GZ","74","74","553c","CDI","O","C","ct_6",801,"tr_1"
42644,"GZ","13","13","433d","CDI","O","C","ct_9",1517,"tr_1"
42661,"GZ",NA,NA,"635a","CDI","O","C","ct_9",415,"tr_3"
42681,"OZ","83","83","525a","CDI","O","C",NA,133,NA
42682,"GZ","11","11","462b","CDI","O","P","ct_9",1408,"tr_3"
42684,"QA","78","78","525d","CDI","O","C","ct_3",1970,"tr_6"
42696,"QB","29","29","526d","CDI","O","C","ct_8",1827,"tr_3"
42702,"IZ","69","69","636d","CDI","O","P","ct_9",623,"tr_1"
42703,"KZ","69","69","545a","CDI","O","N","ct_5",1088,"tr_5"
42711,"DZ","06","06","478b","CDI","O","C","ct_9",1824,"tr_5"
42713,"CK","85","85","623e","CDI","O","C","ct_9",1517,"tr_6"
42727,"NZ","18","33","684a","CDI","O","P","ct_9",1113,"tr_6"
42732,"AZ","13","13","691e","CDI","O","C",NA,191,NA
42735,"QB","79","79","563b","CDI","O","C",NA,536,NA
42739,"LZ","75","92","461d","CDI","O","C","ct_9",1820,"tr_5"
42740,"QA","95","93","526a","CDI","O","C","ct_9",1098,"tr_6"
42744,"CA","38","01","684a","CDI","O","C","ct_9",1866,"tr_4"
42765,"CI","84","13","653a","CDI","O","C","ct_9",1739,"tr_5"
42766,"FZ","59","59","632f","CDI","O","C","ct_9",1792,"tr_1"
42774,"HZ","71","26","641a","CDI","O","C",NA,176,NA
42781,"QA","31","31","526b","CDI","O","P","ct_9",936,"tr_1"
42790,"QB","75","75","563c","CDI","O","C",NA,125,NA
42792,"NZ","56","56","684a","CDI","O","C","ct_9",2043,"tr_4"
42801,"CK","72","72","628c","CDI","O","C","ct_9",1608,"tr_5"
42808,"MA","38","38","673c","CDI","O","C","ct_9",1468,"tr_1"
42811,"QB","47","47","563b","CDI","O","N","ct_7",538,"tr_0"
42812,"QA","56","56","451h","CDI","O","C","ct_3",452,"tr_6"
42815,"CK","80","80","673c","CDI","O","P","ct_9",733,"tr_4"
42836,"GZ","64","64","551a","CDI","O","P","ct_9",156,"tr_0"
42837,"NZ","63","63","534a","CDD","O","C","ct_9",552,"tr_1"
42840,"EZ","44","44","684a","CDI","O","C","ct_9",1634,"tr_4"
42846,"MA","31","31","542a","CDI","O","C","ct_9",2028,"tr_2"
42848,"PZ","95","95","525b","CDI","O","C","ct_8",1820,"tr_4"
42849,"GZ","68","68","554a","AUT","X","P","ct_9",954,"tr_1"
42852,"HZ","82","82","552a","CDI","O","P","ct_9",1669,"tr_3"
42853,"CE","68","68","385a","CDI","O","C","ct_9",1679,"tr_5"
42864,"QB","05","05","563b","CDI","O","P","ct_8",1564,"tr_3"
42874,"FZ","24","24","681a","CDI","O","C","ct_9",1770,"tr_1"
42878,"QB","67","67","525d","CDI","O","C","ct_8",1889,"tr_4"
42897,"GZ","10","75","684a","CDI","O","C","ct_9",748,"tr_1"
42900,"FZ","93","95","624d","CDI","O","C","ct_9",480,"tr_1"
42917,"QB","94","94","451h","CDI","O","C","ct_4",1820,"tr_5"
42925,"QB","13","13","434a","CDI","O","C","ct_8",1784,"tr_1"
42937,"RZ","50","50","691b","CDI","O","P","ct_6",875,"tr_1"
42940,"EZ","31","31","652a","CDI","O","C","ct_9",432,"tr_3"
42953,"JA","78","75","451e","CDI","O","P","ct_1",1638,"tr_6"
42954,"HZ","69","13","642b","CDI","O","N","ct_9",406,"tr_5"
42957,"OZ","33","33","451c","CDI","O","C",NA,152,NA
42963,"CA","67","67","625d","CDI","O","P","ct_9",796,"tr_3"
42966,"FZ","78","78","632j","CDI","O","C","ct_9",1620,"tr_1"
42976,"QB","24","24","685a","AUT","X","C",NA,128,NA
42981,"QA","59","59","526e","CDI","O","C","ct_9",1964,"tr_5"
42990,"EZ","77","92","625h","CDI","O","C","ct_9",1799,"tr_5"
42992,"QB","68","67","434b","CDI","O","P","ct_8",357,"tr_4"
43000,"GZ","29","29","676d","CDI","O","C","ct_8",1447,"tr_2"
43004,"CC","34","34","543f","CDI","O","C","ct_9",1966,"tr_3"
43005,"QA","33","29","526a","AUT","O","C","ct_3",1516,"tr_6"
43008,"QB","65","64","435b","CDI","O","P","ct_8",1330,"tr_1"
43013,"NZ","38","69","486d","CDI","O","C","ct_9",1410,"tr_3"
43015,"CA","56","56","625g","CDI","O","C","ct_9",1821,"tr_5"
43017,"QB","01","01","563a","CDI","O","C",NA,125,NA
43024,"QB","88","88","525d","CDI","O","P","ct_8",1209,"tr_4"
43041,"GZ","92","92","552a","CDI","O","P","ct_9",202,"tr_4"
43042,"QA","33","33","433a","CDI","O","C","ct_9",1771,"tr_1"
43066,"GZ","30","30","551a","CDI","O","C","ct_9",1910,"tr_6"
43067,"GZ","83","83","462c","CDI","O","C","ct_9",1620,"tr_1"
43097,"CM",NA,NA,"624b","CDI","O","C","ct_9",300,"tr_0"
43114,"TZ","93","75","563c","CDI","O","N","ct_7",1059,"tr_0"
43118,"HZ","75","75","451a","CDI","O","C","ct_9",1043,"tr_6"
43121,"HZ","28","28","676d","CDI","O","C","ct_9",1778,"tr_3"
43125,"CM","32","32","675b","CDI","O","C","ct_6",1514,"tr_1"
43128,"QB","57","57","691c","CDI","O","C","ct_8",1714,"tr_4"
43132,"GZ","54","54","461f","CDI","O","C","ct_9",1530,"tr_3"
43135,"QA","63","63","684a","CDI","O","P","ct_9",497,"tr_2"
43136,"QB","44","44","525d","CDI","O","P","ct_8",1434,"tr_4"
43140,"FZ","67","67","632f","CDI","O","P","ct_9",550,"tr_1"
43148,"CB","38","38","461b","CDI","O","C","ct_9",2990,"tr_2"
43150,"CM","71","71","652a","CDI","O","C","ct_9",1681,"tr_4"
43158,"GZ","75","94","643a","CDI","O","C","ct_9",607,"tr_6"
43159,"NZ","84","84","684a","CDI","O","C","ct_9",2028,"tr_2"
43163,"GZ","93","77","374d","CDI","O","C","ct_9",1820,"tr_5"
43176,"GZ","21","21","463b","CDI","O","C","ct_9",755,"tr_2"
43183,"PZ","13","13","422c","CDI","O","C",NA,152,NA
43210,"CK","44","44","626b","CDI","O","C","ct_9",1155,"tr_1"
43217,"JB","06","06","554g","CDI","O","C","ct_9",1412,"tr_5"
43236,"QB","58","58","563a","CDI","O","N","ct_7",1594,"tr_1"
43243,"FZ","35","35","632j","CDI","O","C","ct_9",1587,"tr_1"
43249,"QA","68","68","461b","CDI","O","P","ct_8",1214,"tr_6"
43250,"GZ","34","34","541c","CDI","O","P","ct_9",337,"tr_0"
43269,"GZ","21","21","684a","CDI","O","C",NA,386,NA
43282,"CK","93","93","623f","CDI","O","C","ct_9",1770,"tr_3"
43289,"JC","10","95","478c","CDI","O","C","ct_9",1820,"tr_6"
43302,"IZ","75","75","541b","CDI","O","C","ct_9",762,"tr_1"
43303,"OZ","57","57","621f","AUT","X","P","ct_2",1044,"tr_4"
43314,"FZ","33","33","632d","CDI","O","C","ct_9",1620,"tr_1"
43316,"GZ","61","28","552a","CDD","O","C","ct_9",366,"tr_5"
43328,"HZ","63","63","621e","CDI","O","C","ct_9",2124,"tr_1"
43329,"NZ","57","57","563c","CDD","O","C","ct_8",638,"tr_3"
43330,"NZ","68","68","691e","CDI","O","P","ct_9",364,"tr_1"
43352,"CA","49","49","625f","CDI","O","P","ct_9",1092,"tr_5"
43365,"QB","26","26","563a","CDI","O","N","ct_7",3000,"tr_1"
43385,"GZ","10","10","542a","CDI","O","C","ct_9",1177,"tr_1"
43386,"PZ","81","31","524b","CDI","O","C","ct_1",1821,"tr_6"
43389,"PZ","59","59","421b","CDI","O","C","ct_8",1820,"tr_3"
43394,"CE","30","30","475b","CDI","O","C","ct_9",1483,"tr_5"
43397,"QB","91","91","422b","CDI","O","C","ct_8",1820,"tr_4"
43414,"MC","64","64","526b","CDI","O","P","ct_9",1774,"tr_1"
43421,"HZ","33","93","389b","CDI","O","C","ct_9",1170,"tr_6"
43449,"SZ","13","13","632k","CDI","O","P","ct_8",737,"tr_1"
43495,"QB","95","95","526d","CDD","O","C","ct_8",1482,"tr_4"
43524,"NZ","94","92","461f","CDI","O","C","ct_9",1982,"tr_0"
43534,"FZ","93","94","681b","CDI","O","C",NA,272,NA
43541,"OZ","46","46","451e","CDI","O","P","ct_8",1627,"tr_1"
43544,"HZ","67","67","451a","CDI","O","C","ct_9",1899,"tr_0"
43545,"QB","34","34","563b","CDI","O","N","ct_7",471,"tr_1"
43564,"NZ","94","92","676a","CDI","O","C","ct_9",1363,"tr_6"
43571,"CE","67","67","676c","CDI","O","C","ct_9",1828,"tr_5"
43576,"QB","94","94","676e","AUT","O","C","ct_8",1517,"tr_4"
43599,"MB","33","33","342g","CDI","O","C","ct_5",2080,"tr_6"
43600,"OZ","75","75","524c","TOA","O","P","ct_2",464,"tr_6"
43605,"QA","69","69","526b","CDI","O","P","ct_6",1077,"tr_1"
43610,"PZ","68","68","523b","CDI","O","C","ct_1",1820,"tr_6"
43614,"HZ","92","92","655a","CDI","O","C","ct_9",2028,"tr_1"
43618,"FZ","29","29","641a","CDI","O","C","ct_9",1817,"tr_2"
43626,"QB","24","24","563b","AUT","O","P","ct_2",1693,"tr_4"
43629,"JA","75","92","461b","CDI","O","C","ct_9",1789,"tr_6"
43638,"HZ","71","71","641b","CDI","O","P","ct_9",779,"tr_4"
43640,"NZ","69","69","684a","CDI","O","P","ct_9",506,"tr_0"
43647,"FZ","76","76","632g","CDI","O","C","ct_9",1801,"tr_1"
43655,"CG","63","63","684b","CDI","O","C","ct_9",1964,"tr_6"
43656,"JC","94","92","373b","CDI","O","C","ct_9",1820,"tr_2"
43664,"CH","95","95","673c","CDI","O","C","ct_9",531,"tr_2"
43666,"FZ","94","94","681b","CDI","O","C","ct_9",1743,"tr_1"
43669,"QB",NA,NA,"434e","CDI","O","C","ct_8",885,"tr_3"
43713,"PZ","59","59","525b","CDI","O","P","ct_8",604,"tr_6"
43732,"QB","59","59","526d","CDI","O","C","ct_8",1083,"tr_5"
43745,"CH","76","80","673c","CDI","O","C","ct_9",1370,"tr_5"
43748,"QA","12","12","525d","CDI","O","C","ct_8",1820,"tr_6"
43752,"OZ","87","87","563a","AUT","O","C","ct_2",1820,"tr_6"
43760,"OZ","59","59","545d","CDI","O","P","ct_8",1048,"tr_6"
43766,"KZ","67","67","545c","CDI","O","P","ct_8",2040,"tr_1"
43778,"PZ","75","94","451g","CDI","O","C",NA,144,NA
43797,"OZ","83","83","531b","AUT","O","C","ct_2",1820,"tr_5"
43804,"QA","22","22","525d","CDI","O","P","ct_9",1278,"tr_5"
43819,"GZ","06","06","487a","CDI","O","C","ct_9",1884,"tr_4"
43821,"QB","62","62","563b","CDI","O","P","ct_8",1553,"tr_4"
43853,"CM","86","86","477a","CDI","O","C","ct_9",457,"tr_6"
43859,"HZ","57","57","676c","CDI","O","C","ct_9",1584,"tr_4"
43860,"KZ","78","78","526b","CDI","O","C","ct_9",852,"tr_1"
43865,"TZ","25","25","563c","AUT","O","C",NA,140,NA
43895,"MA","23","23","543b","CDI","O","P","ct_8",1456,"tr_3"
43908,"QB","38","38","434a","CDI","O","P","ct_8",1368,"tr_4"
43909,"NZ","68","68","628e","CDI","O","C","ct_9",1516,"tr_5"
43916,"TZ","13","13","563c","CDI","O","C",NA,315,NA
43917,"TZ","44","44","563c","CDI","O","N","ct_7",2952,"tr_0"
43921,"CH","81","12","384b","CDI","O","C","ct_9",1509,"tr_2"
43924,"CI","51","51","622d","CDI","O","C","ct_9",1841,"tr_6"
43942,"SZ","22","22","524c","CDI","O","P","ct_4",1722,"tr_5"
43951,"SZ","75","93","435b","CDI","O","P","ct_8",1200,"tr_3"
43955,"GZ","75","78","461c","CDI","O","C","ct_9",1443,"tr_4"
43979,"PZ","56","56","341a","CDI","O","C","ct_8",1820,"tr_5"
43982,"IZ","06","06","561f","CDI","O","P","ct_9",1161,"tr_3"
43984,"QB","49","49","525d","CDI","O","C","ct_8",1549,"tr_3"
43985,"QB","83","83","563b","CDI","O","N","ct_7",988,"tr_1"
43991,"PZ","64","64","525a","AUT","X","P","ct_8",1040,"tr_2"
43999,"QA","95","95","543g","CDI","O","C","ct_9",1820,"tr_6"
44013,"MA","69","69","373d","CDI","O","C","ct_9",1013,"tr_4"
44015,"TZ","56","78","563c","CDI","O","C",NA,129,NA
44029,"GZ",NA,NA,"691e","CDI","O","C","ct_9",1363,"tr_1"
44032,"MA","13","13","312a","CDI","O","C","ct_9",1281,"tr_1"
44034,"CG","18","18","477b","CDI","O","C","ct_9",1587,"tr_6"
44038,"QB","51","51","525d","CDI","O","P","ct_8",685,"tr_3"
44049,"NZ","91","92","632k","CDI","O","P","ct_9",3000,"tr_5"
44052,"QB","79","79","563c","CDI","O","C",NA,719,NA
44060,"SZ","75","75","636d","CDI","O","C",NA,334,NA
