PRIMARY_KEY,LAST_JOB_42,last_emp_type,retirement_age
55409,"csp_4_6","EMP1.6",60
55417,"csp_5_6","EMP1.5",64
55428,"csp_1_1","EMP2.2",60
55429,"csp_5_4","EMP1.6",65
55430,"csp_1_3","EMP2.2",58
55454,"csp_6_2","EMP1.6",55
55455,"csp_6_7","EMP1.2",64
55459,"csp_4_8","EMP1.5",60
55460,"csp_1_1","EMP2.1",60
55461,"csp_5_6","EMP1.6",62
55471,"csp_2_1","EMP2.1",56
55472,"csp_6_8","EMP1.6",64
55475,"csp_1_1","EMP2.1",54
55481,"csp_4_7","EMP1.6",55
55483,"csp_6_2","EMP1.6",59
55495,"csp_6_7","EMP1.6",55
55499,"csp_6_7","EMP1.2",65
55502,"csp_6_2","EMP1.6",65
55505,"csp_3_7","EMP1.6",65
55512,"csp_6_8","EMP1.5",60
55513,"csp_5_2","EMP1.6",60
55534,"csp_2_2","EMP2.2",61
55537,"csp_4_2","EMP1.6",60
55540,"csp_4_5","EMP1.6",60
55541,"csp_5_2","EMP1.6",60
55542,"csp_4_3","EMP1.6",60
55544,"csp_6_3","EMP1.6",63
55545,"csp_6_3","EMP1.6",57
55552,"csp_4_5","EMP1.6",60
55555,"csp_3_7","EMP1.6",60
55562,"csp_5_5","EMP1.6",57
55564,"csp_6_4","EMP1.6",62
55569,"csp_5_2","EMP1.6",60
55572,"csp_5_2","EMP1.6",58
55574,"csp_4_7","EMP1.6",65
55582,"csp_6_8","EMP1.6",60
55585,"csp_5_5","EMP1.6",65
55587,"csp_4_8","EMP1.6",60
55595,"csp_5_4","EMP1.6",63
55596,"csp_3_7","EMP1.6",60
55598,"csp_5_3","EMP1.6",65
55600,"csp_4_7","EMP1.6",57
55604,"csp_3_7","EMP1.6",60
55606,"csp_5_2","EMP1.6",59
55610,"csp_4_6","EMP1.6",60
55611,"csp_6_7","EMP1.6",65
55625,"csp_3_4","EMP1.6",60
55626,"csp_1_3","EMP2.2",61
55631,"csp_5_3","EMP1.6",60
55632,"csp_3_7","EMP1.6",60
55634,"csp_6_3","EMP1.5",60
55640,"csp_4_5","EMP1.6",54
55644,"csp_4_5","EMP1.6",65
55650,"csp_4_7","EMP1.6",60
55673,"csp_6_4","EMP1.6",60
55703,"csp_6_3","EMP1.6",60
55710,"csp_4_6","EMP1.6",60
55713,"csp_4_2","EMP1.6",65
55723,"csp_5_6","EMP1.6",60
55738,"csp_4_3","EMP1.5",60
55750,"csp_5_6","EMP1.6",62
55756,"csp_6_8","EMP1.6",60
55761,"csp_5_5","EMP1.6",60
55762,"csp_5_2","EMP1.6",60
55770,"csp_3_7","EMP1.6",65
55786,"csp_5_2","EMP1.6",65
55795,"csp_6_3","EMP1.6",61
55813,"csp_6_7","EMP1.6",64
55814,"csp_6_2","EMP1.6",63
55824,"csp_4_6","EMP1.6",60
55826,"csp_5_6","EMP1.6",60
55830,"csp_6_3","EMP1.6",60
55850,"csp_4_8","EMP1.6",62
55851,"csp_6_2","EMP1.6",60
55866,"csp_5_6","EMP1.6",60
55873,"csp_5_6","EMP1.6",57
55875,"csp_6_8","EMP1.6",65
55877,"csp_6_5","EMP1.6",55
55881,"csp_4_7","EMP1.6",61
55889,"csp_6_3","EMP1.6",60
55899,"csp_5_6","EMP1.6",60
55900,"csp_2_2","EMP2.1",60
55904,"csp_6_7","EMP1.6",60
55914,"csp_2_3","EMP2.2",55
55921,"csp_6_7","EMP1.2",58
55931,"csp_4_6","EMP1.6",64
55966,"csp_4_5","EMP1.6",60
55968,"csp_6_8","EMP1.6",65
55972,"csp_5_2","EMP1.6",60
55973,"csp_5_2","EMP1.6",60
55979,"csp_4_3","EMP1.6",65
55981,"csp_5_6","EMP1.6",63
55984,"csp_6_2","EMP1.6",65
55995,"csp_4_3","EMP1.6",58
55996,"csp_4_3","EMP2.1",60
56000,"csp_5_6","EMP1.2",60
56001,"csp_3_8","EMP1.6",60
56025,"csp_5_5","EMP1.6",65
56031,"csp_5_5","EMP1.6",62
56047,"csp_4_3","EMP1.6",60
56053,"csp_1_1","EMP2.1",60
56057,"csp_1_1","EMP2.1",60
56067,"csp_5_4","EMP1.6",60
56090,"csp_5_6","EMP1.6",60
56095,"csp_5_5","EMP1.6",62
56100,"csp_6_4","EMP1.6",63
56113,"csp_6_7","EMP1.6",55
56122,"csp_6_3","EMP1.6",60
56123,"csp_2_1","EMP2.2",55
56135,"csp_6_4","EMP1.6",60
56137,"csp_5_2","EMP1.6",60
56140,"csp_2_1","EMP2.1",60
56149,"csp_4_2","EMP2.1",60
56150,"csp_6_7","EMP1.6",65
56154,"csp_2_1","EMP2.2",60
56179,"csp_5_3","EMP1.6",60
56183,"csp_5_5","EMP1.6",60
56192,"csp_5_2","EMP1.6",63
56194,"csp_4_6","EMP1.6",62
56195,"csp_4_8","EMP1.6",65
56201,"csp_2_2","EMP2.1",60
56214,"csp_5_6","EMP1.6",60
56219,"csp_6_9","EMP1.5",60
56224,"csp_6_7","EMP1.3",60
56237,"csp_4_6","EMP1.6",65
56248,"csp_6_9","EMP1.6",60
56249,"csp_5_4","EMP1.6",60
56253,"csp_6_8","EMP1.6",60
56260,"csp_4_3","EMP2.1",60
56275,"csp_6_5","EMP1.6",60
56282,"csp_2_3","EMP2.2",60
56285,"csp_5_3","EMP1.6",57
56292,"csp_5_4","EMP1.6",62
56300,"csp_5_6","EMP1.5",65
56323,"csp_5_4","EMP1.6",64
56333,"csp_2_2","EMP2.2",60
56334,"csp_4_2","EMP2.1",55
56335,"csp_6_8","EMP1.6",60
56336,"csp_4_8","EMP1.6",59
56340,"csp_5_4","EMP1.6",60
56341,"csp_6_3","EMP1.6",62
56350,"csp_6_9","EMP1.5",60
56353,"csp_4_6","EMP1.6",63
56354,"csp_5_5","EMP1.6",65
56364,"csp_6_4","EMP1.6",60
56368,"csp_5_5","EMP1.6",60
56369,"csp_5_4","EMP1.6",60
56370,"csp_4_6","EMP1.6",60
56378,"csp_5_5","EMP1.6",60
56383,"csp_5_4","EMP1.6",60
56384,"csp_4_4","EMP1.6",60
56386,"csp_5_2","EMP1.6",60
56390,"csp_6_2","EMP1.6",60
56418,"csp_4_3","EMP1.6",59
56423,"csp_5_2","EMP1.6",65
56425,"csp_6_2","EMP1.6",60
56434,"csp_6_7","EMP1.6",60
56436,"csp_6_2","EMP1.6",58
56440,"csp_6_7","EMP1.6",60
56441,"csp_5_3","EMP1.6",65
56449,"csp_6_7","EMP1.6",56
56456,"csp_5_6","EMP1.6",60
56457,"csp_5_4","EMP1.6",60
56462,"csp_6_5","EMP1.6",60
56471,"csp_1_3","EMP2.2",63
56473,"csp_6_8","EMP1.6",60
56474,"csp_6_8","EMP1.6",65
56481,"csp_5_6","EMP1.6",63
56484,"csp_2_1","EMP2.2",63
56493,"csp_5_2","EMP1.6",63
56514,"csp_5_2","EMP1.6",60
56547,"csp_5_2","EMP1.6",60
56550,"csp_5_2","EMP1.6",59
56555,"csp_4_7","EMP1.6",61
56563,"csp_6_8","EMP1.6",50
56568,"csp_6_8","EMP1.6",64
56574,"csp_5_2","EMP1.6",60
56575,"csp_4_6","EMP1.6",65
56579,"csp_5_6","EMP1.6",65
56589,"csp_2_2","EMP2.1",60
56609,"csp_6_3","EMP1.6",60
56612,"csp_6_7","EMP1.6",60
56617,"csp_6_7","EMP1.2",65
56618,"csp_5_2","EMP1.6",65
56619,"csp_5_2","EMP1.3",58
56620,"csp_6_4","EMP1.6",63
56621,"csp_6_4","EMP1.6",60
56635,"csp_6_5","EMP1.6",56
56643,"csp_5_4","EMP1.6",60
56671,"csp_5_4","EMP1.6",60
56678,"csp_3_5","EMP1.5",60
56683,"csp_6_3","EMP1.6",60
56687,"csp_5_2","EMP1.6",60
56690,"csp_6_8","EMP1.6",60
56693,"csp_2_2","EMP2.1",60
56700,"csp_5_2","EMP1.6",60
56715,"csp_4_8","EMP1.6",64
56718,"csp_6_2","EMP1.6",65
56740,"csp_5_6","EMP1.6",61
56743,"csp_5_2","EMP1.6",56
56796,"csp_6_4","EMP1.6",60
56797,"csp_6_2","EMP1.6",60
56802,"csp_5_6","EMP1.6",63
56814,"csp_5_2","EMP1.6",65
56820,"csp_4_3","EMP2.1",65
56830,"csp_6_7","EMP1.6",57
56868,"csp_5_5","EMP1.6",60
56869,"csp_3_1","EMP2.1",55
56871,"csp_5_6","EMP1.6",60
56874,"csp_6_4","EMP1.6",58
56881,"csp_5_2","EMP1.6",65
56889,"csp_4_3","EMP1.6",65
56893,"csp_6_3","EMP1.6",65
56905,"csp_6_8","EMP1.6",60
56924,"csp_6_3","EMP1.3",65
56932,"csp_6_8","EMP1.6",60
56942,"csp_3_7","EMP1.6",55
56965,"csp_6_7","EMP1.6",55
56973,"csp_2_2","EMP2.1",65
56980,"csp_4_6","EMP1.6",65
56993,"csp_6_2","EMP1.6",60
56994,"csp_6_7","EMP1.6",64
57008,"csp_5_6","EMP1.5",60
57041,"csp_3_1","EMP2.1",60
57077,"csp_6_4","EMP1.6",55
57092,"csp_5_6","EMP1.6",64
57094,"csp_6_7","EMP1.6",60
57103,"csp_5_2","EMP1.6",63
57109,"csp_5_2","EMP1.6",62
57116,"csp_4_2","EMP1.3",60
57129,"csp_5_2","EMP1.6",60
57134,"csp_5_2","EMP1.6",60
57140,"csp_5_2","EMP1.6",60
57142,"csp_6_7","EMP1.6",60
57145,"csp_6_4","EMP1.6",62
57149,"csp_5_4","EMP1.6",65
57164,"csp_4_8","EMP1.6",60
57168,"csp_4_3","EMP1.6",60
57174,"csp_5_5","EMP1.6",60
57176,"csp_6_3","EMP1.3",60
57178,"csp_6_8","EMP1.3",59
57196,"csp_3_7","EMP1.3",65
57201,"csp_6_8","EMP1.5",65
57203,"csp_4_8","EMP1.6",60
57207,"csp_3_4","EMP1.6",60
57215,"csp_4_6","EMP1.6",61
57223,"csp_6_2","EMP1.6",60
57224,"csp_2_1","EMP2.2",64
57237,"csp_6_8","EMP1.6",63
57246,"csp_5_2","EMP1.6",65
57261,"csp_4_5","EMP1.6",60
57262,"csp_1_3","EMP2.2",60
57270,"csp_3_8","EMP1.6",60
57285,"csp_4_5","EMP1.6",65
57287,"csp_5_2","EMP1.6",60
57299,"csp_5_6","EMP1.5",62
57304,"csp_4_3","EMP1.6",55
57308,"csp_6_3","EMP1.6",60
57315,"csp_4_3","EMP1.6",60
57318,"csp_5_2","EMP1.6",60
57338,"csp_5_2","EMP1.6",60
57370,"csp_6_7","EMP1.6",65
57378,"csp_3_3","EMP1.6",63
57379,"csp_6_9","EMP1.6",56
57395,"csp_6_7","EMP1.6",63
57405,"csp_5_6","EMP1.6",65
57419,"csp_1_1","EMP2.1",64
57429,"csp_4_3","EMP1.6",54
57450,"csp_3_5","EMP1.6",59
57455,"csp_5_2","EMP1.6",59
57461,"csp_5_5","EMP1.6",52
57465,"csp_6_4","EMP1.6",60
57486,"csp_5_6","EMP1.5",60
57491,"csp_3_4","EMP1.5",60
57493,"csp_6_3","EMP1.6",65
57498,"csp_6_7","EMP1.6",60
57522,"csp_6_7","EMP1.2",53
57539,"csp_2_1","EMP2.1",60
57548,"csp_5_4","EMP1.6",60
57557,"csp_2_1","EMP2.3",60
57561,"csp_6_8","EMP1.6",60
57563,"csp_6_8","EMP1.6",60
57565,"csp_5_2","EMP1.6",66
57567,"csp_4_6","EMP1.6",60
57571,"csp_5_3","EMP1.6",60
57573,"csp_6_7","EMP1.6",60
57575,"csp_2_1","EMP2.2",58
57576,"csp_4_3","EMP1.6",60
57583,"csp_5_2","EMP1.5",60
57584,"csp_6_5","EMP1.6",63
57612,"csp_6_7","EMP1.6",60
57618,"csp_6_3","EMP1.6",58
57627,"csp_6_5","EMP1.6",58
57631,"csp_3_5","EMP1.6",60
57654,"csp_5_2","EMP1.6",62
57656,"csp_5_2","EMP1.6",60
57659,"csp_6_8","EMP1.6",57
57660,"csp_2_2","EMP2.2",60
57671,"csp_4_5","EMP1.6",64
57673,"csp_3_7","EMP1.6",59
57674,"csp_1_3","EMP2.3",64
57675,"csp_3_8","EMP1.6",53
57681,"csp_5_6","EMP1.6",56
57694,"csp_6_4","EMP1.6",60
57703,"csp_3_1","EMP2.1",60
57711,"csp_6_8","EMP1.5",60
57713,"csp_6_2","EMP1.6",65
57717,"csp_3_8","EMP1.6",59
57724,"csp_5_2","EMP1.6",60
57728,"csp_3_4","EMP1.6",60
57748,"csp_6_4","EMP1.6",62
57750,"csp_6_2","EMP1.6",60
57756,"csp_5_4","EMP1.6",64
57757,"csp_1_1","EMP2.1",60
57760,"csp_2_1","EMP2.2",60
57768,"csp_3_7","EMP1.6",65
57770,"csp_2_2","EMP2.1",60
57771,"csp_5_6","EMP1.5",60
57773,"csp_6_2","EMP1.6",60
57799,"csp_6_7","EMP1.6",60
57807,"csp_6_8","EMP1.5",64
57812,"csp_6_7","EMP1.6",60
57815,"csp_5_2","EMP1.3",60
57816,"csp_5_4","EMP1.6",60
57820,"csp_4_5","EMP1.6",55
57833,"csp_4_6","EMP1.6",63
57838,"csp_1_3","EMP2.2",62
57839,"csp_4_2","EMP1.6",61
57846,"csp_6_7","EMP1.6",60
57853,"csp_1_1","EMP2.1",60
57858,"csp_5_2","EMP1.6",62
57894,"csp_2_2","EMP2.1",60
57900,"csp_6_2","EMP1.6",60
57911,"csp_6_7","EMP1.6",60
57917,"csp_4_6","EMP1.6",60
57927,"csp_5_6","EMP1.6",65
57936,"csp_6_3","EMP1.6",56
57939,"csp_2_1","EMP2.2",60
57944,"csp_6_7","EMP1.6",58
57958,"csp_5_4","EMP1.6",65
57966,"csp_4_5","EMP1.6",62
57968,"csp_6_3","EMP1.6",60
57983,"csp_4_3","EMP1.6",60
57992,"csp_1_1","EMP2.1",58
57995,"csp_4_8","EMP1.6",60
58002,"csp_1_3","EMP2.2",64
58015,"csp_3_8","EMP1.6",60
58016,"csp_6_9","EMP1.6",55
58028,"csp_2_2","EMP2.2",56
58029,"csp_6_2","EMP1.6",60
58031,"csp_6_3","EMP1.6",64
58035,"csp_1_3","EMP2.2",58
58038,"csp_4_6","EMP1.6",60
58041,"csp_6_7","EMP1.6",60
58064,"csp_6_7","EMP1.6",60
58066,"csp_2_3","EMP2.2",63
58075,"csp_5_2","EMP1.6",60
58083,"csp_2_2","EMP2.1",60
58095,"csp_5_2","EMP1.6",60
58098,"csp_3_4","EMP1.6",60
58106,"csp_5_2","EMP1.5",60
58111,"csp_5_6","EMP1.6",55
58112,"csp_4_7","EMP1.6",60
58115,"csp_5_2","EMP1.6",59
58125,"csp_5_4","EMP1.6",60
58149,"csp_2_1","EMP2.1",58
58150,"csp_5_3","EMP1.5",57
58151,"csp_5_6","EMP1.6",60
58153,"csp_3_7","EMP1.6",64
58172,"csp_4_6","EMP1.6",60
58175,"csp_3_4","EMP1.6",64
58178,"csp_2_3","EMP2.2",60
58190,"csp_4_5","EMP1.6",65
58207,"csp_3_8","EMP1.6",69
58212,"csp_2_1","EMP2.1",52
58215,"csp_3_8","EMP1.6",60
58222,"csp_6_3","EMP1.6",57
58229,"csp_5_5","EMP1.6",60
58233,"csp_3_8","EMP1.6",60
58235,"csp_6_5","EMP1.6",60
58241,"csp_6_7","EMP1.6",56
58244,"csp_3_8","EMP1.6",65
58251,"csp_1_1","EMP2.1",60
58263,"csp_5_6","EMP1.6",58
58267,"csp_4_7","EMP1.2",61
58273,"csp_6_7","EMP1.5",56
58281,"csp_5_6","EMP1.6",60
58293,"csp_6_3","EMP1.6",61
58301,"csp_4_2","EMP1.6",60
58306,"csp_3_3","EMP1.6",55
58311,"csp_6_8","EMP1.6",60
58315,"csp_4_2","EMP1.6",62
58318,"csp_1_1","EMP2.1",62
58352,"csp_5_2","EMP1.6",60
58357,"csp_6_2","EMP1.6",65
58366,"csp_1_1","EMP2.1",63
58367,"csp_6_3","EMP1.6",54
58368,"csp_4_3","EMP1.6",60
58369,"csp_4_8","EMP1.6",60
58376,"csp_5_4","EMP1.6",60
58390,"csp_5_6","EMP1.6",65
58392,"csp_5_2","EMP1.6",62
58394,"csp_2_2","EMP2.1",65
58403,"csp_5_4","EMP1.6",60
58409,"csp_6_7","EMP1.6",60
58411,"csp_5_6","EMP1.6",62
58414,"csp_5_6","EMP1.6",63
58427,"csp_6_3","EMP1.5",57
58430,"csp_6_2","EMP1.6",60
58431,"csp_4_8","EMP1.6",60
58440,"csp_3_3","EMP1.6",65
58441,"csp_6_7","EMP1.6",60
58442,"csp_4_7","EMP1.6",60
58446,"csp_6_2","EMP1.6",65
58447,"csp_6_8","EMP1.6",60
58449,"csp_2_2","EMP2.1",60
58459,"csp_5_2","EMP1.6",60
58461,"csp_1_3","EMP2.2",65
58468,"csp_5_2","EMP1.6",65
58484,"csp_5_2","EMP1.6",62
58487,"csp_1_1","EMP2.1",60
58493,"csp_5_6","EMP1.6",59
58495,"csp_5_2","EMP1.6",60
58496,"csp_3_7","EMP1.6",60
58501,"csp_6_7","EMP1.6",60
58505,"csp_5_2","EMP1.6",60
58511,"csp_5_4","EMP1.6",60
58516,"csp_4_7","EMP1.6",60
58524,"csp_6_2","EMP1.6",60
58528,"csp_6_5","EMP1.6",60
58534,"csp_6_7","EMP1.6",65
58553,"csp_2_1","EMP2.1",63
58556,"csp_4_7","EMP1.6",60
58567,"csp_2_3","EMP2.2",60
58569,"csp_5_4","EMP1.6",60
58574,"csp_5_2","EMP1.6",59
58576,"csp_4_2","EMP1.6",60
58595,"csp_6_7","EMP1.6",62
58597,"csp_4_7","EMP1.6",57
58610,"csp_6_3","EMP1.6",65
58613,"csp_5_5","EMP1.6",60
58614,"csp_5_2","EMP1.6",63
58616,"csp_6_4","EMP1.6",60
58619,"csp_5_2","EMP1.6",60
58629,"csp_6_8","EMP1.6",60
58635,"csp_5_6","EMP1.6",63
58649,"csp_5_4","EMP1.6",60
58655,"csp_2_3","EMP2.2",60
58664,"csp_5_5","EMP1.6",60
58672,"csp_6_7","EMP1.6",65
58674,"csp_4_5","EMP1.6",65
58689,"csp_5_2","EMP1.3",60
58691,"csp_6_8","EMP1.6",58
58695,"csp_4_3","EMP2.1",60
58712,"csp_4_2","EMP1.6",60
58715,"csp_6_4","EMP1.6",60
58719,"csp_6_4","EMP1.6",60
58720,"csp_4_3","EMP1.6",60
58722,"csp_4_7","EMP2.1",57
58734,"csp_4_6","EMP1.6",70
58735,"csp_4_2","EMP1.6",57
58737,"csp_6_4","EMP1.6",60
58749,"csp_3_7","EMP1.6",60
58755,"csp_5_2","EMP1.3",44
58774,"csp_2_1","EMP2.1",60
58781,"csp_6_8","EMP1.6",59
58784,"csp_4_7","EMP1.6",60
58786,"csp_6_2","EMP1.6",60
58795,"csp_3_7","EMP1.6",65
58796,"csp_3_4","EMP1.6",65
58801,"csp_2_1","EMP2.2",60
58810,"csp_5_3","EMP1.6",60
58821,"csp_5_6","EMP1.6",60
58822,"csp_5_4","EMP1.6",65
58823,"csp_5_4","EMP1.2",65
58831,"csp_4_3","EMP2.1",60
58839,"csp_4_8","EMP1.6",55
58843,"csp_6_3","EMP1.6",58
58844,"csp_6_8","EMP1.6",59
58848,"csp_6_2","EMP1.6",60
58850,"csp_5_6","EMP1.6",65
58851,"csp_6_4","EMP1.6",56
58858,"csp_5_4","EMP1.5",62
58867,"csp_2_2","EMP2.1",60
58869,"csp_6_4","EMP1.6",60
58873,"csp_5_2","EMP1.6",60
58876,"csp_5_4","EMP1.6",60
58882,"csp_5_4","EMP1.5",57
58908,"csp_1_3","EMP2.2",60
58912,"csp_4_6","EMP1.6",60
58916,"csp_5_6","EMP1.6",60
58928,"csp_6_8","EMP1.6",60
58932,"csp_5_4","EMP1.6",60
58934,"csp_2_2","EMP2.2",60
58937,"csp_3_7","EMP1.6",62
58954,"csp_2_2","EMP2.1",62
58957,"csp_5_6","EMP1.6",55
58990,"csp_5_2","EMP1.6",58
58997,"csp_5_2","EMP1.6",60
58998,"csp_3_1","EMP2.2",60
58999,"csp_1_1","EMP2.1",60
59003,"csp_5_2","EMP1.6",64
59004,"csp_3_3","EMP1.6",60
59008,"csp_5_2","EMP1.6",65
59012,"csp_5_5","EMP1.6",60
59022,"csp_3_7","EMP1.5",60
59045,"csp_6_3","EMP1.5",60
59050,"csp_5_5","EMP1.6",60
59053,"csp_2_2","EMP2.2",60
59057,"csp_4_3","EMP1.6",60
59058,"csp_4_7","EMP1.6",58
59061,"csp_5_2","EMP1.6",54
59071,"csp_4_6","EMP1.6",60
59072,"csp_4_3","EMP1.6",65
59086,"csp_4_8","EMP1.6",66
59099,"csp_6_7","EMP1.5",60
59115,"csp_5_5","EMP1.6",60
59120,"csp_5_6","EMP1.2",58
59128,"csp_1_3","EMP2.2",61
59131,"csp_3_4","EMP1.6",65
59134,"csp_1_1","EMP2.1",60
59137,"csp_4_2","EMP1.6",60
59149,"csp_4_7","EMP1.6",60
59153,"csp_6_2","EMP1.6",64
59158,"csp_2_2","EMP2.1",60
59162,"csp_6_2","EMP1.6",64
59163,"csp_5_4","EMP1.5",58
59168,"csp_5_2","EMP1.6",65
59170,"csp_4_3","EMP2.2",60
59179,"csp_6_4","EMP1.5",60
59187,"csp_6_8","EMP1.6",56
59190,"csp_2_1","EMP2.3",55
59215,"csp_6_7","EMP1.5",60
59216,"csp_2_2","EMP2.1",60
59225,"csp_6_2","EMP1.6",61
59234,"csp_5_2","EMP1.6",60
59248,"csp_3_5","EMP1.6",60
59258,"csp_5_6","EMP1.6",60
59261,"csp_4_8","EMP1.6",60
59283,"csp_3_1","EMP2.1",60
59292,"csp_6_5","EMP1.6",60
59306,"csp_6_3","EMP1.6",60
59307,"csp_5_4","EMP1.6",60
59312,"csp_6_3","EMP1.6",65
59326,"csp_6_7","EMP1.6",56
59349,"csp_6_4","EMP1.6",56
59350,"csp_4_4","EMP1.5",60
59356,"csp_6_2","EMP1.6",60
59379,"csp_5_2","EMP1.6",60
59382,"csp_2_2","EMP2.2",62
59386,"csp_4_2","EMP1.6",60
59388,"csp_4_8","EMP1.6",60
59393,"csp_4_5","EMP1.6",60
59394,"csp_5_2","EMP1.3",59
59404,"csp_6_3","EMP1.6",65
59411,"csp_5_2","EMP1.6",57
59414,"csp_4_3","EMP1.6",60
59416,"csp_5_2","EMP1.3",64
59422,"csp_4_3","EMP1.5",60
59428,"csp_6_2","EMP1.6",60
59439,"csp_4_8","EMP1.6",65
59444,"csp_1_1","EMP2.1",65
59453,"csp_5_2","EMP1.6",60
59459,"csp_2_2","EMP2.1",64
59476,"csp_2_1","EMP2.2",64
59477,"csp_6_3","EMP1.6",53
59484,"csp_5_5","EMP1.6",60
59490,"csp_3_4","EMP1.6",62
59501,"csp_3_3","EMP1.6",65
59502,"csp_5_2","EMP1.6",60
59506,"csp_5_6","EMP1.6",60
59508,"csp_5_4","EMP1.6",58
59511,"csp_5_5","EMP1.6",60
59522,"csp_5_4","EMP1.6",58
59523,"csp_5_6","EMP1.6",63
59524,"csp_3_7","EMP1.6",60
59540,"csp_2_2","EMP2.1",64
59544,"csp_4_6","EMP1.6",60
59545,"csp_5_2","EMP1.6",60
59546,"csp_1_1","EMP2.1",60
59551,"csp_3_8","EMP1.6",60
59553,"csp_4_2","EMP1.6",64
59554,"csp_4_3","EMP1.6",61
59559,"csp_3_7","EMP1.6",60
59561,"csp_6_7","EMP1.6",60
59565,"csp_5_2","EMP1.6",60
59574,"csp_5_2","EMP1.6",60
59579,"csp_4_8","EMP1.6",59
59583,"csp_6_8","EMP1.6",55
59587,"csp_5_2","EMP1.6",65
59593,"csp_4_2","EMP1.6",61
59599,"csp_6_7","EMP1.5",60
59617,"csp_5_2","EMP1.6",57
59639,"csp_2_3","EMP2.2",62
59641,"csp_5_2","EMP1.6",56
59645,"csp_5_4","EMP1.6",60
59656,"csp_4_6","EMP1.6",60
59658,"csp_6_2","EMP1.5",56
59660,"csp_5_2","EMP1.6",56
59668,"csp_2_2","EMP2.2",61
59678,"csp_6_4","EMP1.6",61
59679,"csp_5_4","EMP1.6",61
59683,"csp_2_2","EMP2.2",55
59690,"csp_6_8","EMP1.6",60
59698,"csp_1_1","EMP2.1",60
59703,"csp_1_1","EMP2.1",55
59705,"csp_4_6","EMP1.6",60
59707,"csp_6_2","EMP1.6",64
59708,"csp_1_1","EMP2.1",60
59741,"csp_3_1","EMP1.6",65
59746,"csp_6_8","EMP1.6",60
59773,"csp_5_2","EMP1.6",60
59780,"csp_6_7","EMP1.2",60
59782,"csp_5_6","EMP1.6",60
59783,"csp_1_1","EMP2.3",55
59800,"csp_5_4","EMP1.6",60
59810,"csp_6_2","EMP1.6",60
59822,"csp_4_6","EMP1.6",60
59823,"csp_5_2","EMP1.6",60
59828,"csp_4_7","EMP1.6",60
59835,"csp_5_6","EMP1.6",60
59845,"csp_4_6","EMP1.6",60
59848,"csp_3_3","EMP1.6",63
59853,"csp_5_2","EMP1.6",58
59859,"csp_2_2","EMP2.1",61
59884,"csp_4_2","EMP1.6",60
59887,"csp_4_7","EMP1.6",65
59888,"csp_5_2","EMP1.6",60
59906,"csp_5_2","EMP1.6",57
59912,"csp_6_4","EMP1.6",60
59945,"csp_6_8","EMP1.6",60
59952,"csp_1_1","EMP2.3",60
59957,"csp_3_8","EMP1.6",60
59962,"csp_5_2","EMP1.6",65
59966,"csp_5_2","EMP1.6",60
59967,"csp_4_3","EMP2.1",65
59979,"csp_3_8","EMP1.6",60
59986,"csp_1_3","EMP2.2",55
59995,"csp_6_8","EMP1.6",65
60000,"csp_1_1","EMP2.1",60
60011,"csp_4_5","EMP1.6",58
60012,"csp_6_7","EMP1.6",60
60016,"csp_3_8","EMP1.6",60
60036,"csp_5_5","EMP1.6",57
60051,"csp_3_7","EMP1.6",59
60054,"csp_1_1","EMP2.2",60
60055,"csp_5_3","EMP1.6",53
60058,"csp_5_2","EMP1.6",59
60061,"csp_1_3","EMP2.2",55
60067,"csp_5_5","EMP1.6",60
60082,"csp_6_7","EMP1.6",60
60101,"csp_1_3","EMP2.2",53
60114,"csp_2_1","EMP2.1",57
60115,"csp_5_2","EMP1.6",65
60121,"csp_1_1","EMP2.1",62
60127,"csp_6_8","EMP1.6",65
60128,"csp_5_5","EMP1.6",65
60134,"csp_4_7","EMP1.6",60
60143,"csp_1_1","EMP2.1",60
60149,"csp_4_3","EMP1.6",60
60150,"csp_5_2","EMP1.6",65
60159,"csp_5_4","EMP1.6",60
60169,"csp_4_5","EMP1.6",63
60172,"csp_5_6","EMP1.6",60
60180,"csp_1_1","EMP2.1",62
60181,"csp_2_3","EMP2.2",55
60192,"csp_6_2","EMP1.6",60
60193,"csp_3_8","EMP1.6",60
60200,"csp_3_4","EMP1.6",56
60221,"csp_6_2","EMP1.6",60
60233,"csp_6_7","EMP1.6",60
60235,"csp_1_1","EMP2.2",60
60239,"csp_6_4","EMP1.6",60
60247,"csp_4_7","EMP1.6",65
60257,"csp_3_7","EMP1.6",54
60265,"csp_5_2","EMP1.6",63
60267,"csp_4_3","EMP1.6",61
60285,"csp_2_3","EMP2.2",60
60287,"csp_5_5","EMP1.6",65
60301,"csp_6_7","EMP1.6",60
60303,"csp_5_2","EMP1.6",65
60330,"csp_6_3","EMP1.6",55
60331,"csp_4_6","EMP1.6",60
60341,"csp_6_3","EMP1.6",56
60344,"csp_6_5","EMP1.6",60
60349,"csp_6_2","EMP1.6",63
60369,"csp_2_2","EMP2.1",57
60370,"csp_5_2","EMP1.6",60
60377,"csp_3_4","EMP1.6",61
60394,"csp_1_3","EMP2.2",60
60402,"csp_6_4","EMP1.6",60
60405,"csp_4_6","EMP1.6",60
60419,"csp_6_5","EMP1.6",60
60427,"csp_6_8","EMP1.6",55
60428,"csp_5_6","EMP1.6",60
60431,"csp_5_4","EMP1.6",60
60433,"csp_5_2","EMP1.5",63
60440,"csp_6_8","EMP1.6",55
